#
      5.2474899      0.0137076      0.0007185
      5.2777300      0.0137342      0.0005185
      5.3079700      0.0140063      0.0005601
      5.3382101      0.0140676      0.0004986
      5.3684602      0.0137400      0.0004447
      5.3987002      0.0137436      0.0005003
      5.4289398      0.0136810      0.0003332
      5.4591799      0.0132911      0.0006340
      5.4894199      0.0138322      0.0003786
      5.5196700      0.0139851      0.0004336
      5.5499101      0.0138455      0.0003180
      5.5801501      0.0138741      0.0002896
      5.6103902      0.0139895      0.0003025
      5.6406298      0.0141092      0.0005838
      5.6708798      0.0142408      0.0003054
      5.7011199      0.0142297      0.0005285
      5.7313600      0.0142845      0.0003261
      5.7616000      0.0144191      0.0003674
      5.7918401      0.0144046      0.0004180
      5.8220901      0.0146407      0.0003354
      5.8523302      0.0145213      0.0006170
      5.8825698      0.0141740      0.0003424
      5.9128098      0.0146309      0.0003642
      5.9430499      0.0146962      0.0003643
      5.9733000      0.0147861      0.0003751
      6.0035400      0.0147264      0.0006225
      6.0337801      0.0149205      0.0003751
      6.0640202      0.0151789      0.0004053
      6.0942602      0.0149603      0.0003729
      6.1245098      0.0148545      0.0005169
      6.1547499      0.0148819      0.0005430
      6.1849899      0.0147679      0.0005625
      6.2152300      0.0149521      0.0007209
      6.2454700      0.0150051      0.0003048
      6.2757201      0.0149749      0.0003649
      6.3059602      0.0150511      0.0003695
      6.3362002      0.0151554      0.0003008
      6.3664398      0.0152706      0.0003963
      6.3966799      0.0150305      0.0008513
      6.4269300      0.0151134      0.0007962
      6.4571700      0.0149545      0.0002941
      6.4874101      0.0147993      0.0004215
      6.5176501      0.0148313      0.0003762
      6.5478902      0.0149887      0.0004721
      6.5781398      0.0152019      0.0003776
      6.6083798      0.0154352      0.0005271
      6.6386199      0.0152888      0.0004518
      6.6688600      0.0154106      0.0005486
      6.6991000      0.0152887      0.0004013
      6.7293501      0.0152388      0.0007690
      6.7595901      0.0152416      0.0004161
      6.7898302      0.0152310      0.0004457
      6.8200698      0.0153164      0.0005125
      6.8503098      0.0149553      0.0005130
      6.8805599      0.0150683      0.0004592
      6.9108000      0.0153283      0.0004940
      6.9410400      0.0154049      0.0007641
      6.9712801      0.0154409      0.0004474
      7.0015202      0.0156174      0.0005544
      7.0317702      0.0156588      0.0004466
      7.0620098      0.0155740      0.0004312
      7.0922499      0.0156157      0.0004547
      7.1224899      0.0158344      0.0004622
      7.1527300      0.0154601      0.0005518
      7.1829801      0.0156924      0.0004557
      7.2132201      0.0158044      0.0005106
      7.2434602      0.0157071      0.0005850
      7.2737002      0.0155914      0.0007569
      7.3039398      0.0157809      0.0006044
      7.3341899      0.0156723      0.0007851
      7.3644300      0.0156766      0.0006783
      7.3946700      0.0159244      0.0005589
      7.4249101      0.0160867      0.0006597
      7.4551501      0.0161267      0.0007776
      7.4551501      0.0153202      0.0010137
      7.4854002      0.0156887      0.0015394
      7.5156398      0.0153559      0.0005267
      7.5761199      0.0158175      0.0004296
      7.5761199      0.0154000      0.0003863
      7.6366000      0.0158158      0.0004450
      7.6366000      0.0155806      0.0004147
      7.6970901      0.0158056      0.0003576
      7.6970901      0.0157512      0.0004733
      7.7575698      0.0159107      0.0004256
      7.7575698      0.0156862      0.0006214
      7.8180499      0.0157920      0.0005166
      7.8180499      0.0160034      0.0005765
      7.8785400      0.0159904      0.0004099
      7.8785400      0.0160829      0.0008858
      7.9390202      0.0160591      0.0003445
      7.9390202      0.0161011      0.0003482
      7.9995098      0.0159190      0.0003779
      7.9995098      0.0162067      0.0003731
      8.0599899      0.0158632      0.0003343
      8.0599899      0.0161689      0.0003144
      8.1204700      0.0159589      0.0004534
      8.1204700      0.0161734      0.0002913
      8.1809597      0.0159262      0.0003915
      8.1809597      0.0160325      0.0002870
      8.2414398      0.0160168      0.0004450
      8.2414398      0.0160489      0.0005683
      8.3019199      0.0158879      0.0022134
      8.3019199      0.0161280      0.0004412
      8.3624096      0.0152101      0.0006012
      8.3624096      0.0159301      0.0002705
      8.4228897      0.0160049      0.0033137
      8.4228897      0.0164136      0.0005502
      8.4833698      0.0161082      0.0004475
      8.4833698      0.0143875      0.0045974
      8.5438604      0.0158402      0.0004357
      8.6043396      0.0160083      0.0004845
      8.6648302      0.0160186      0.0003565
      8.7253103      0.0161748      0.0003783
      8.7857904      0.0160610      0.0004119
      8.8462801      0.0160186      0.0003071
      8.9067602      0.0158472      0.0003895
      8.9672403      0.0160385      0.0004062
      9.0277300      0.0159514      0.0003208
      9.0882101      0.0159153      0.0004009
      9.1486902      0.0159044      0.0005089
      9.2091799      0.0160684      0.0003895
      9.2696600      0.0159301      0.0004757
      9.3301497      0.0158669      0.0004867
      9.3906298      0.0160079      0.0006259
      9.4511099      0.0161766      0.0005167
      9.5115995      0.0159550      0.0003345
      9.5720797      0.0158400      0.0004385
      9.6325598      0.0160748      0.0003047
      9.6930504      0.0161061      0.0003327
      9.7535295      0.0159407      0.0005595
      9.8140097      0.0160667      0.0003220
      9.8745003      0.0157785      0.0003397
      9.9349804      0.0158786      0.0003920
      9.9954700      0.0154917      0.0004750
     10.0559502      0.0156959      0.0003043
     10.1164303      0.0158004      0.0004360
     10.1769199      0.0158608      0.0005158
     10.2374001      0.0156583      0.0004041
     10.2978802      0.0157984      0.0003746
     10.3583698      0.0158336      0.0004558
     10.4188499      0.0156416      0.0004838
     10.4793301      0.0155792      0.0003614
     10.5398197      0.0159201      0.0005044
     10.6002998      0.0157961      0.0003535
     10.6607904      0.0158560      0.0004209
     10.7212696      0.0157646      0.0009652
     10.7817497      0.0157448      0.0003658
     10.8422403      0.0157135      0.0005351
     10.9027205      0.0157392      0.0003858
     10.9631996      0.0157118      0.0004489
     11.0236902      0.0157901      0.0003804
     11.0841703      0.0157036      0.0005141
     11.1446505      0.0155495      0.0004851
     11.2051401      0.0156713      0.0009055
     11.2656202      0.0156451      0.0011435
     11.3261099      0.0156091      0.0009597
     11.3865900      0.0155096      0.0003681
     11.4470701      0.0154943      0.0005786
     11.5075598      0.0155959      0.0009238
     11.5680399      0.0161099      0.0005447
     11.6285200      0.0156255      0.0005936
     11.6890097      0.0156770      0.0004793
     11.7494898      0.0155658      0.0005212
     11.8099699      0.0154395      0.0004299
     11.8704596      0.0153758      0.0005753
     11.9309397      0.0156300      0.0004900
     11.9914303      0.0157990      0.0015003
     12.0519104      0.0160398      0.0005664
     12.1123896      0.0158388      0.0005914
     12.1728802      0.0159192      0.0006606
     12.2333603      0.0157317      0.0004564
     12.2938404      0.0159766      0.0004788
     12.3543301      0.0162240      0.0005344
     12.4148102      0.0160077      0.0004331
     12.4752903      0.0161143      0.0004668
     12.5357800      0.0161949      0.0009997
     12.5962601      0.0161606      0.0004950
     12.6567497      0.0165408      0.0007797
     12.7172298      0.0165747      0.0006717
     12.7777100      0.0166369      0.0004564
     12.8381996      0.0166746      0.0004692
     12.8986797      0.0169843      0.0004939
     12.9591599      0.0170972      0.0005143
     13.0196505      0.0173654      0.0004779
     13.0801296      0.0174094      0.0006386
     13.1406097      0.0175994      0.0007399
     13.2011003      0.0178690      0.0014764
     13.2615805      0.0180775      0.0005692
     13.3220596      0.0181344      0.0014121
     13.3825502      0.0182208      0.0014839
     13.4430304      0.0185525      0.0006111
     13.5035200      0.0187739      0.0007857
     13.5640001      0.0184964      0.0005874
     13.6244802      0.0189088      0.0005637
     13.6849699      0.0189098      0.0018383
     13.7454500      0.0191944      0.0013789
     13.8059301      0.0196533      0.0007649
     13.8664198      0.0197194      0.0007793
     13.9268999      0.0199284      0.0008458
     13.9873800      0.0202076      0.0009922
     14.0693502      0.0202027      0.0014614
     14.1540298      0.0212305      0.0011772
     14.2387104      0.0210487      0.0006312
     14.3233805      0.0217251      0.0006783
     14.4080601      0.0213804      0.0012869
     14.4927397      0.0205218      0.0013103
     14.5774097      0.0210567      0.0009428
     14.6620903      0.0212795      0.0010351
     14.7467699      0.0207158      0.0010693
     14.8314505      0.0216900      0.0009399
     14.9161196      0.0212933      0.0009795
     15.0008001      0.0206151      0.0010443
     15.0854797      0.0214640      0.0011953
     15.1701498      0.0216424      0.0007514
     15.2548304      0.0216491      0.0007390
     15.3395100      0.0217282      0.0009071
     15.4241800      0.0217553      0.0006833
     15.5088596      0.0216217      0.0028086
     15.5935402      0.0210696      0.0012346
     15.6782103      0.0209773      0.0008386
     15.7628899      0.0218143      0.0006376
     15.8475704      0.0215146      0.0009652
     15.9322395      0.0214822      0.0006770
     16.0169201      0.0211236      0.0011374
     16.1016006      0.0213929      0.0012290
     16.1862793      0.0213862      0.0012336
     16.2709503      0.0215671      0.0007467
     16.3556309      0.0205301      0.0007503
     16.4403095      0.0208973      0.0010978
     16.5249805      0.0210190      0.0012189
     16.6096592      0.0215626      0.0013302
     16.6943398      0.0214740      0.0006440
     16.7790108      0.0206625      0.0008474
     16.8636894      0.0206139      0.0010044
     16.9483700      0.0204838      0.0034644
     17.0330391      0.0204182      0.0011848
     17.1177197      0.0211857      0.0014395
     17.2024002      0.0201663      0.0010155
     17.2870693      0.0208429      0.0009665
     17.3717499      0.0206718      0.0014148
     17.4564304      0.0206187      0.0007906
     17.5411091      0.0197612      0.0009518
     17.6257801      0.0196321      0.0010061
     17.7104607      0.0205813      0.0012609
     17.7951393      0.0203520      0.0013699
     17.8798103      0.0198914      0.0011391
     17.9644909      0.0204460      0.0011666
     18.0491695      0.0205853      0.0012953
     18.1338406      0.0187636      0.0015152
     18.2185192      0.0197494      0.0013209
     18.3031998      0.0205589      0.0011650
     18.3878708      0.0187779      0.0017410
     18.4725494      0.0191780      0.0013168
     18.5572300      0.0206857      0.0015694
     18.6418991      0.0194019      0.0056672
     18.7265797      0.0197379      0.0015347
     18.8112602      0.0198769      0.0039881
     18.8959408      0.0194999      0.0020360
     18.9806099      0.0201509      0.0012287
     19.0652905      0.0195580      0.0010796
     19.1499691      0.0192050      0.0010615
     19.2346401      0.0196456      0.0010613
     19.3193207      0.0192764      0.0014635
     19.4039993      0.0179803      0.0014743
     19.4886703      0.0193461      0.0011472
     19.5733509      0.0202343      0.0017832
     19.6580296      0.0191834      0.0014942
     19.7427006      0.0200261      0.0011651
     19.8273792      0.0196199      0.0010523
     19.9120598      0.0197806      0.0015424
     19.9120598      0.0203165      0.0009625
     19.9967308      0.0200330      0.0017918
     20.0814095      0.0200585      0.0013925
     20.0814095      0.0198466      0.0014650
     20.1660900      0.0185895      0.0028804
     20.2507706      0.0195119      0.0046499
     20.2507706      0.0199772      0.0014928
     20.3354397      0.0194701      0.0072935
     20.4201202      0.0192682      0.0023390
     20.4201202      0.0201313      0.0007278
     20.5048008      0.0196050      0.0052656
     20.5894699      0.0203554      0.0019242
     20.5894699      0.0198850      0.0006908
     20.7588291      0.0200859      0.0025544
     20.7588291      0.0202326      0.0008232
     20.9281807      0.0211323      0.0011958
     20.9281807      0.0197410      0.0012198
     21.0975304      0.0211625      0.0012982
     21.0975304      0.0207627      0.0007819
     21.2668896      0.0201778      0.0020021
     21.2668896      0.0211308      0.0008759
     21.4362392      0.0210387      0.0016001
     21.4362392      0.0209894      0.0009907
     21.6056004      0.0210526      0.0010566
     21.7749500      0.0208457      0.0017023
     21.9442997      0.0210285      0.0016060
     22.1136608      0.0204020      0.0011550
     22.2830105      0.0199401      0.0011191
     22.4523602      0.0212845      0.0023216
     22.6217194      0.0209117      0.0019959
     22.7910709      0.0210164      0.0012667
     22.9604301      0.0217512      0.0018427
     23.1297798      0.0213873      0.0008901
     23.2991295      0.0214966      0.0031467
     23.4684906      0.0219195      0.0015128
     23.6378403      0.0226178      0.0010557
     23.8071899      0.0222874      0.0009469
     23.9765491      0.0223330      0.0029149
