FORPRINT: Fri Jul 29 22:51:11 2022
      0.0100115     11.7576923
      0.0100346     11.7569780
      0.0100577     11.7562666
      0.0100809     11.7555523
      0.0101042     11.7548370
      0.0101274     11.7541265
      0.0101508     11.7534122
      0.0101742     11.7526979
      0.0101976     11.7519875
      0.0102212     11.7512722
      0.0102447     11.7505627
      0.0102683     11.7498503
      0.0102920     11.7491369
      0.0103157     11.7484264
      0.0103395     11.7477131
      0.0103633     11.7470036
      0.0103872     11.7462912
      0.0104112     11.7455788
      0.0104352     11.7448673
      0.0104592     11.7441578
      0.0104833     11.7434473
      0.0105075     11.7427359
      0.0105317     11.7420254
      0.0105560     11.7413139
      0.0105803     11.7406054
      0.0106047     11.7398949
      0.0106292     11.7391834
      0.0106537     11.7384739
      0.0106782     11.7377653
      0.0107029     11.7370548
      0.0107275     11.7363462
      0.0107523     11.7356358
      0.0107771     11.7349262
      0.0108019     11.7342186
      0.0108268     11.7335100
      0.0108518     11.7327995
      0.0108768     11.7320919
      0.0109018     11.7313862
      0.0109270     11.7306767
      0.0109522     11.7299681
      0.0109774     11.7292624
      0.0110027     11.7285538
      0.0110281     11.7278461
      0.0110535     11.7271395
      0.0110790     11.7264318
      0.0111045     11.7257252
      0.0111301     11.7250185
      0.0111558     11.7243118
      0.0111815     11.7236052
      0.0112073     11.7228985
      0.0112331     11.7221928
      0.0112590     11.7214870
      0.0112850     11.7207804
      0.0113110     11.7200747
      0.0113370     11.7193708
      0.0113632     11.7186642
      0.0113894     11.7179585
      0.0114156     11.7172546
      0.0114419     11.7165508
      0.0114683     11.7158461
      0.0114948     11.7151394
      0.0115213     11.7144346
      0.0115478     11.7137318
      0.0115744     11.7130280
      0.0116011     11.7123241
      0.0116279     11.7116184
      0.0116547     11.7109156
      0.0116815     11.7102137
      0.0117085     11.7095089
      0.0117355     11.7088051
      0.0117625     11.7081041
      0.0117896     11.7074013
      0.0118168     11.7066984
      0.0118440     11.7059965
      0.0118713     11.7052946
      0.0118987     11.7045918
      0.0119261     11.7038908
      0.0119536     11.7031889
      0.0119812     11.7024860
      0.0120088     11.7017851
      0.0120365     11.7010832
      0.0120642     11.7003822
      0.0120921     11.6996803
      0.0121199     11.6989813
      0.0121479     11.6982784
      0.0121759     11.6975784
      0.0122039     11.6968794
      0.0122321     11.6961775
      0.0122603     11.6954775
      0.0122885     11.6947803
      0.0123169     11.6940784
      0.0123453     11.6933784
      0.0123737     11.6926804
      0.0124022     11.6919813
      0.0124308     11.6912823
      0.0124595     11.6905832
      0.0124882     11.6898851
      0.0125170     11.6891851
      0.0125458     11.6884890
      0.0125748     11.6877880
