022347.48-083655.5     10.8628511     10.6020746
022417.16-092549.2     10.8018074     10.3475971
022429.10-091851.7     10.9366693     10.5332184
022507.93-003532.9     11.3982773     11.6008863
022508.07+001707.2     11.2944098            NaN
022556.42-073248.7     10.5326376            NaN
022614.46+001529.7     11.7756662     11.5608511
022841.08+003049.4     11.6293669     10.9328785
023016.89-000743.7     11.6433020            NaN
023057.39-010033.5     11.4520473            NaN
023129.50+263619.7     11.1436567     10.7455959
023204.90-010511.5     11.8705912     11.1565857
023211.82+000802.2     10.8350468     10.5733633
023234.39-073103.6     11.6947498     11.3930464
023253.42-082832.1     10.6111364            NaN
023335.38-010744.7     11.1874857      9.3774004
023342.57-074325.8     11.2632818     11.4802485
023522.13-072427.7     10.6557484     10.5881910
023546.63-074250.6     10.7124023     10.7569027
023700.30-010130.6     10.5844145            NaN
023859.19-000158.1     11.7308817     11.3956614
023918.70-011521.0     11.1837788     10.5622616
023922.87-000119.5     11.7144041     10.3112707
024008.12-075216.6     10.7938805     10.4623280
024037.88+001118.9     11.2110977     10.4416838
024040.31-080125.3     11.2328329     10.2536860
024052.82-004110.9     10.7635784     10.5341272
024204.76+000814.5     10.8709297            NaN
024207.27+000038.7     10.6388493      9.6079874
024240.31+005727.1     11.9347572     11.5379028
024250.85-075914.2     11.4125137            NaN
024322.61+001043.9     10.5236549     10.7222614
024340.98-002601.2     10.4298153     10.1859322
024401.06-082445.5     11.3342485            NaN
024508.67+003710.7     10.4141121      9.9270220
024546.10-085842.0     10.3272753      9.5772743
024601.25-005937.2     10.5150394     10.0624704
024651.91-005930.9     11.7028208            NaN
024703.24-071421.6     10.7334356     10.5934544
024706.65+002318.2     10.9011354     10.9450293
024743.25-071902.1     11.3534746            NaN
025007.02+002525.3     10.6406832      9.4478159
025026.66+000903.3     11.6332417            NaN
025105.28-070230.1     11.0060377     11.6568785
025119.79-004831.7     11.7945509     11.2665873
025156.30+005706.5     11.2680426     10.0757761
025221.02+000559.1     12.0101652            NaN
025334.57+000108.3     10.6564617     10.2462063
025416.89-084544.0     10.5286884     10.2673111
025432.52-004220.0     11.3693800     11.2074566
025505.68+002522.9     11.0828495            NaN
025508.23-081846.1     11.5499496            NaN
025541.55-075016.4     10.8500490     11.2483149
025603.18+050326.3     11.6414156     11.3776360
025619.01-004501.3     11.5795336     12.1162195
025646.97+011349.2     10.5815649     10.4809465
025910.38-002239.8     11.0650320     10.4480972
025937.46+003736.3     12.2719536            NaN
025938.15+004216.3     10.3419943      9.9592676
025938.65-075601.7     11.6461821     10.9428606
025950.74+010304.6     10.7006254            NaN
030000.00-080356.9     12.1091824     11.2389355
030021.40-071458.9     11.4973507     11.2224045
030227.42-071940.7     11.0850019     10.3985720
030315.67-000702.1     11.6061211            NaN
030335.76+004144.9     11.2005234     10.4721498
030422.39+002231.8     12.1226625     11.5474100
030434.15-004705.5     10.8301697     10.9219465
030435.76-073705.1     11.2063990     10.9545183
030457.98-065237.2     11.9664574            NaN
030458.96+000235.7     11.4875774     10.5398226
030639.57+000343.1     10.5271463      9.9025021
030731.58+001558.4     10.2156448     10.4411182
030745.95+000833.4     11.0024452     10.8073912
030825.85+003054.3     10.8541460            NaN
030911.64+002358.8     11.8258686            NaN
030939.45-000339.2     12.1235018            NaN
031027.82-004950.7     10.0087547            NaN
031105.52+005635.5     11.5021515     11.2796392
031118.52+002437.0     11.9709549            NaN
031142.02-005918.9     10.7117081     10.8303347
031154.51-070741.9     11.9327345     11.6674023
031159.63+041803.4     11.5048914     11.0151958
031201.96-063718.2     11.2281876     10.7326908
031208.17-063736.1     11.0267239     10.7121906
031209.20-081013.8     11.1117935     10.8499346
031235.17-063430.8     10.8989019     10.8636341
031427.45-011152.3     11.1733246     10.2201023
031715.10-073822.3     10.7954197     10.3852558
031715.87+425150.6     10.4411259            NaN
031719.03-081702.9     10.8293905     13.1529293
031830.59+011023.9     11.0392866            NaN
031841.07-064044.9     10.7387648     10.5705576
031949.72-065459.2     11.7127180     11.2281590
032103.98-071507.1     11.4145041            NaN
032106.86+041538.9     11.6739864            NaN
032205.04+001201.4     11.6297121     11.0562449
032213.89+005513.4     11.3028374     10.6074886
032231.37+000649.6     11.3816290     10.8302898
032234.07+002149.9     10.8574400            NaN
032247.32+000326.0     12.0275373     11.1345501
032253.45-071310.7     11.5454741     10.9621849
032255.49+001859.8     11.1941309     10.7785635
032337.64+003555.6     10.7297525            NaN
032426.77+005149.1     11.9575510     11.5281143
032514.82-062912.0     11.8074694     10.9405851
032524.44-003311.6     11.8618975     11.5520439
032536.90-005328.4     10.7419262     11.0277987
032559.97+000800.7     11.2766027     10.3303070
032628.53-002741.4     11.0560513     10.6819191
032948.44+010333.6     11.5288305     11.1224356
033131.61-072216.3     10.6323109     12.5018997
033141.09-061248.0     11.3336582     10.9208174
033156.88+002605.2     10.6104069      9.5631676
033157.37-075549.6     11.7081413     11.0347252
033202.33-003738.9     11.3554745            NaN
033248.49-001012.3     10.7758083     10.5161381
033429.44+000611.0     11.2769213     10.4312754
033438.28-071149.0     11.9111433     11.1551609
033609.54-061913.1     11.2172928     10.0923204
033651.52-001024.7     10.7043743      9.8893633
033706.22-004747.6     12.1043377            NaN
033718.81+003303.7     10.7819452     10.6076612
033810.99-062041.2     11.4824686     10.2853270
033901.67-055139.9     10.5789042            NaN
033925.93-074259.9     11.4748297            NaN
034000.50-051747.1     11.3738079     10.5152760
034042.93-073125.5     11.1905432     10.0009041
034222.54-055727.9     12.1385775     11.4268503
034226.50-000427.1     11.2923212     10.4850702
034247.72+010932.9     11.1498909      9.9087296
034406.05-070716.6     10.9899635     10.7453957
034430.03-005842.7     10.4210024            NaN
034509.25-071802.4     11.3798227     11.0180655
034543.08-051708.9     11.4670906     10.0032234
034601.93-070024.2     11.2163162            NaN
034605.50-053158.9     10.7377977      9.7326937
034621.27-000141.5     11.2416945     10.3971014
034728.90+002444.7     12.0056248     11.3182373
034831.88-071145.9     10.7932806     10.1244030
034900.88-045339.4     10.6242819     12.6108847
034908.77-062018.7     10.9606915      9.9802094
034916.08-062228.9     10.9916201     10.9458876
034931.03-062621.0     10.6212921      9.7903376
035009.26-053133.7     10.7980299     10.1290216
035011.17-060501.5     10.9128723     10.1802130
035024.19-045315.5     11.8834028     11.1596355
035118.00+001256.1     11.9327850            NaN
035206.93-064415.6     10.7218866     10.4509983
035219.08+010934.7     10.8692513     11.5825663
035308.95-052924.7     11.4861317     11.3021688
035423.25-062819.2     11.0959568     10.8032589
035529.31+000807.1     10.7322273      9.7661333
035648.30-061238.5     11.8940477     11.2397680
035759.02-055015.1     11.2296667     10.4771528
035918.42-044313.5     10.6592865     10.0353441
040148.98-054056.5     11.9115648            NaN
040859.64-052940.5     10.7796955            NaN
040945.98-062223.8     11.3268013     11.2466412
041204.51-045052.0     10.9637194      9.8035202
041210.17-051109.1     11.8801527     11.9510822
042110.51+073655.8     11.6624079     10.9784555
044428.77+122111.7     11.1258240     10.6429024
064902.92+284710.4     11.8296785     11.1297588
071948.85+410557.0     10.6054897            NaN
072240.09+413353.1     10.9312868            NaN
072325.06+420822.6     11.3367710            NaN
072636.99+375908.7     11.0043840            NaN
072649.46+161745.2     11.6597090     10.5346260
072756.72+395930.6     10.6624384            NaN
072837.76+443646.0     10.4801111     10.4268265
072937.05+375435.0     10.6362371      9.9971752
073056.98+413057.7     11.6237850     11.2573137
073102.94+382654.9     10.4068556     10.4735584
073115.65+432944.5     10.4667330            NaN
073258.46+443806.1     10.4847488      9.6141844
073309.20+455506.2     11.2906742     10.3762913
073314.35+431048.9     11.6531191     10.7590628
073328.60+270851.5     11.2218904     10.9507284
073339.59+292606.5     11.4578533     11.0410967
073353.54+455043.2     11.3667536     10.3483868
073356.02+410810.9     11.7296886     11.2203102
073400.15+422738.5     10.9220114            NaN
073413.90+321722.8     10.3238115     10.7312918
073414.31+450152.3     11.5123615            NaN
073422.19+472918.8     11.2910433     11.2935534
073503.49+431153.6     10.8458567     10.3536549
073519.39+430918.1     11.6735544            NaN
073521.20+264744.6     10.8314705     10.0217066
073623.13+392617.7     11.2030392            NaN
073627.08+274405.8     11.5699625     11.3811817
073642.77+320915.4     10.6793737     10.1751680
073646.40+393829.5     11.7840128            NaN
073718.67+290921.6     10.8478947            NaN
073719.29+420053.8     10.7570925            NaN
073722.17+241051.8     11.9749355     11.3176994
073747.43+410647.8     10.7776794     13.9621944
073800.56+263839.6     10.9855824            NaN
073810.08+390456.9     10.7929850     10.6130276
073844.88+280153.5     11.7183495            NaN
073915.35+401445.7     11.0719995     10.7863293
073939.67+480741.8     12.1376505     11.2762222
073940.21+273253.8     11.8636627     11.2905493
073944.91+293312.7     10.8765793     10.1134729
073953.13+310220.9     11.1017942            NaN
073958.12+324223.0     11.4104433            NaN
074007.28+410903.6     10.6959534     10.1876841
074020.22+311841.2     10.6860504     10.2403708
074043.44+344407.7     11.8121843     11.9965763
074054.05+332006.3     12.2444744            NaN
074103.69+422513.0     11.5384836     10.8936529
074103.81+461254.9     11.0154867     10.2979364
074110.70+311200.2     12.1664095     11.7765045
074125.12+435605.6     11.6493645     11.0418663
074125.22+333319.9     11.3171501     10.3693733
074128.90+470321.6     11.0180807            NaN
074131.61+471143.0     10.7068586     10.6290503
074151.15+423443.6     10.7456446      9.8963223
074157.25+275519.7     11.0799494     10.1251268
074218.21+194719.4     11.8138113     11.6070347
074227.08+465643.0     10.7585554     10.2116375
074233.60+315754.9     10.8063402     10.5930481
074248.40+270412.2     11.1857014     11.4080362
074305.47+422013.5     10.5550795     10.5748358
074310.24+461014.5     10.9377937     10.6406431
074311.36+352811.5     10.8571129     10.2766848
074343.59+202333.8     11.6172991            NaN
074344.97+232838.9     11.6543264            NaN
074352.02+271239.5     11.7550163     11.0176964
074400.77+294142.0     11.5003157            NaN
074408.40+375841.1     12.0403748     11.3427973
074420.16+185425.6     11.1648273            NaN
074420.77+381839.8     11.0400381     10.2006569
074433.64+220059.3     11.5538263     10.6144876
074439.97+225551.0     10.3579044     10.1296968
074448.39+482901.0     11.8558922     11.6340065
074500.24+292702.7     11.3244715      9.5939865
074511.27+191942.9     11.0158043     10.2789221
074511.98+380911.3     10.4328709      9.8512106
074528.14+191952.6     11.7912235     10.9987154
074541.66+314256.6     12.2483845     11.9645853
074548.27+284838.0     10.8233099      9.9181805
074549.09+460336.5     10.8834562     10.2839546
074559.18+222650.9     10.7771320     10.9020653
074559.32+331334.0     11.6716585     10.8874283
074601.27+294755.2     10.3759203     10.4898586
074601.74+255635.4     12.2976933            NaN
074604.90+292250.3     11.6086359     11.6133795
074612.87+315503.6     11.6371889     11.3852129
074613.33+332603.8     10.6204624     10.6204481
074618.94+194900.6     10.7602587            NaN
074619.19+444707.8     11.7165842     10.7623520
074621.06+335040.7     10.5651989            NaN
074631.77+354523.7     11.7696342            NaN
074637.40+362241.8     11.5777578     11.6087341
074644.79+294059.0     10.9963408            NaN
074645.04+314149.3     10.6948509     10.2254705
074700.19+285608.5     10.4314117      9.8999338
074704.43+483833.3     10.8844986     10.0761471
074707.09+465109.1     10.5596876      9.6172771
074719.84+182225.7     11.4439468     11.4803581
074738.39+245637.3     10.8527145     10.1442928
074750.81+480429.2     10.6862030     10.2702484
074751.72+440153.9     12.0772324     11.8911829
074756.99+454527.7     12.1246052     11.2457170
074758.22+262045.9     10.4605331      9.8871498
074758.70+242533.8     11.5826015            NaN
074808.49+192409.6     11.1093855            NaN
074819.04+335310.9     10.5730438      9.8180475
074820.96+340752.6     11.2680521     11.1616583
074827.37+181131.5     11.1328611     11.1257353
074829.46+233847.1     11.0196762     11.8366947
074833.24+232330.5     10.6649084     10.8494301
074836.11+240024.1     11.5475502            NaN
074836.38+395234.6     10.7151518     12.8560762
074838.00+285059.4     10.4600372            NaN
074840.52+154456.8     11.7552204            NaN
074844.87+441422.0     10.9894686            NaN
074845.39+174836.9     10.5877037     10.4368114
074851.79+235618.6     11.9336939            NaN
074906.50+451033.8     11.0912151     10.7157717
074910.59+284214.5     11.2904978     10.7657604
074914.60+175631.9     10.6464090     10.9988985
074916.72+391307.8     11.2710638     10.3086138
074920.00+234104.4     11.0791683     11.1895285
074927.53+304223.0     11.5255957            NaN
074948.26+345444.0     10.7555885            NaN
074957.44+312006.1     10.2075434            NaN
075004.39+170245.8     11.4483366     10.7029533
075005.28+292944.3     10.7668982     10.9758472
075005.93+475401.8     10.5437984     10.7280455
075011.79+222627.6     11.4262037     11.3696032
075012.33+225334.0     10.5667162            NaN
075031.38+192754.5     11.4910612     11.1410189
075034.19+453240.9     10.4513664     10.2490883
075034.40+654125.6     12.0690737     12.0297441
075045.00+212546.3     11.2539854     10.3573799
075051.72+245409.3     11.8310032     11.2206926
075053.50+473344.9     11.1940737     10.6948023
075059.82+352005.2     10.7801008     10.9336786
075101.42+291419.1     10.6764135     10.0453653
075101.86+335647.3     11.6780672      9.6424522
075102.37+241019.0     10.6156073     10.0646505
075112.18+174351.7     10.4404345      9.7767878
075120.78+184434.8     12.0012484            NaN
075141.56+353914.8     10.4524813     10.2549887
075141.71+250322.5     11.3300915     10.8317814
075147.71+245352.7     10.5805588      9.9842329
075204.43+490616.9     10.4776793      9.9921970
075206.73+245118.7     11.4647751            NaN
075214.15+514813.3     10.2630196     10.3506966
075217.84+193542.2     10.9673119     10.6326618
075245.52+200337.9     10.8826771     10.9526424
075304.48+215544.7     11.5169172     11.4243269
075314.20+505657.1     12.0255785     11.3389950
075314.81+305736.6     10.3654575     10.5669851
075315.16+284704.7     11.7569380     10.8055611
075325.62+181133.8     10.4301558     10.7552233
075333.82+301526.0     11.9474840            NaN
075346.93+132908.2     11.2421694     11.1519747
075347.93+240429.8     10.4812555      9.9223194
075353.85+262259.7     11.3576736     10.9557543
075403.60+481428.0     11.2396641     10.7921591
075407.88+231704.4     11.7354212            NaN
075407.95+431610.6     11.4184580            NaN
075409.67+512428.9     11.2043495      9.9625206
075409.86+291035.0     10.9781237     10.5614729
075425.30+343255.8     10.4663401      9.9985580
075437.80+181240.7     10.8899107            NaN
075440.32+324105.2     11.1783714     10.8252592
075448.85+303355.0     11.7544975     10.9910765
075450.04+184952.7     11.8256016            NaN
075501.59+353546.4     11.3865499     11.2946177
075502.11+220346.8     11.1185160     10.7013597
075514.58+230607.1     12.3469143            NaN
075515.06+185856.8     11.5329885      9.9249239
075529.29+415513.5     10.7677937     10.7775545
075535.41+292047.4     11.0528650     11.0551538
075537.02+254238.9     11.8240433     11.6705065
075545.89+142940.9     11.7488174     10.8083420
075546.20+541245.4     11.3259535            NaN
075546.68+165618.3     10.7544365            NaN
075554.45+102516.1     11.3241854     10.6383381
075602.42+492803.9     11.0269842     10.6140499
075606.05+143129.0     11.0092907     10.2999716
075611.52+380141.2     10.7552853            NaN
075613.68+391513.4     10.5456724      9.6497345
075619.07+122929.1     11.0947151            NaN
075620.07+304535.4     11.3329754     11.2948637
075621.57+380953.7     11.8830595            NaN
075634.64+362215.3     11.9680109     11.5227232
075643.10+310248.9     10.4203348     10.4392281
075649.17+242613.1     11.2008314            NaN
075709.45+185237.9     10.3063297     10.1444769
075720.40+461113.5     11.0463181            NaN
075723.12+232039.6     11.7904596            NaN
075730.38+152453.0     11.6627951     10.9271860
075732.95+493320.2     11.3303738     10.8802404
075734.03+281105.4     11.7101660     13.1236200
075746.05+150419.3     11.3817320     10.9572277
075807.65+113646.0     11.5031939     11.0431709
075819.69+421935.1     11.3749743     11.0245609
075832.61+533058.8     11.5897884     11.4713287
075851.52+220457.8     11.9576674     11.6514912
