objname p  u g r i z j h k w1 w2 w3 w4
011254.91+000313.0        2877      0.3165191      0.3120472      0.3205790      0.4132698      0.3915828      0.5729124      0.7309705      1.0527624      1.5948387      2.1867056      4.0318365      7.8119974
011257.34+150340.3        2879      0.1519147      0.1772104      0.1848342      0.1805958      0.1881321      0.3278598      0.3256116      0.6052439      0.5151299      0.8883626      2.1672196      5.5355668
011310.39-003133.1        2893      0.1043277      0.1262324      0.1212306      0.1356363      0.1864618      0.2255736      0.3158638      0.3857717      0.9152017      1.2353508      2.7460151      8.2254963
011402.35-004750.9        2919      0.1290623      0.1222371      0.1328069      0.1302675      0.2095241      0.2858171      0.3639987      0.4812053      0.5963714      0.7939448      1.4993496      2.9051068
011417.18-005518.8        2931      0.1766851      0.2133541      0.2215925      0.2137881      0.2354145      0.2010427      0.2773958      0.3479608      0.6611755      1.1412750      3.1673999      7.2972980
011420.95-004049.3        2936      0.1460158      0.1814439      0.1490477      0.1717520      0.2004613      0.1635642      0.2367554      0.4312513      0.9236699      1.4040750      2.4905939      6.9049749
011427.77+243311.9        2938      0.1164126      0.1508438      0.1254099      0.1421967      0.1478175      0.1652297      0.2910046      0.3797785      0.8869861      1.2629621      2.4005067      8.1500845
011430.24+000420.9        2940      0.0127409      0.0156456      0.0308147      0.0505508      0.0774339      0.2321070      0.3144125      0.4870016      0.5057278      0.5477600      1.3216088      4.2772250
011441.38-091759.2        2952      0.1325561      0.2034888      0.1972490      0.1596371      0.1748087      0.4584460      0.5684599      0.3825871      0.6974559      0.8421516      1.4424571      2.9024322
011623.04+142940.5        3031      0.3121762      0.3656280      0.3795418      0.3873021      0.5299441      0.4158036      0.4515438      0.5758778      1.7215387      2.6508815      5.6377125     11.2088766
011639.53-101650.4        3049      0.0870161      0.1356896      0.1508538      0.1498496      0.1801283      0.2699530      0.2698360      0.3749129      0.7425348      1.3079475      2.9833410      6.2800355
011643.91+134837.5        3053      0.1376575      0.1637719      0.1818275      0.1939323      0.2148966      0.2421521      0.3211440      0.3783819      0.6035549      1.0572807      2.3329365      6.3498302
011741.85-104717.6        3090      0.2151789      0.3039597      0.2918124      0.2758544      0.2729428      0.3085235      0.3409572      0.3998806      0.7689831      1.1764956      2.2568512      3.6304636
011807.98+150512.9        3111      0.0974541      0.0955845      0.1401898      0.1646856      0.2648881      0.4089670      0.6273355      0.9539605      1.2232544      1.4222970      3.3752265      6.8669214
011845.55+133327.2        3131      0.2575132      0.2519411      0.3486940      0.5313931      0.6438226      1.0580063      1.4979588      1.9192449      1.8824211      1.9417366      4.1524358      6.7851911
