objname p redshift ew_hb  ew_o3  lbol  l_hb  l_o3
000011.96+000225.3           6       0.4788999855518341      72.6132554324892965       7.5934081259108961      45.8524516457126126      43.0840386735981156      42.0759579586311361
000016.43-001833.3          12       0.7030000090599060      49.7822979481518928       6.8128913282567822      46.1931191223783699      43.3598115708889367      42.4693657863344498
000043.95-091134.9          31       0.4393000006675720      37.5605957148661744       5.9973929832236585      45.7889994575986918      42.7187704494580558      41.9045467328368986
000102.18-102326.9          48       0.2942999899387360      77.3797411686917087      48.5479939881693241      45.3331077507391882      42.5753226025938645      42.3556984852204010
000109.12-004121.6          53       0.4165999889373779      37.9917469008723145      14.1720984923464801      45.4283190176312317      42.3717503012648393      41.9198385045301691
000110.97-105247.4          54       0.5281999707221985      86.7905383391833283      14.4385882043265976      46.1152547465446787      43.4256476806602763      42.6178165432490701
000132.83+145608.0          71       0.3987999856472015      85.1240461282236396      57.4637453851376918      45.3633525827323183      42.6400664157728571      42.4565713451733799
000149.52-100251.8          81       0.3578000068664551      67.2784963477489129      16.8382854739842251      45.2106878477343201      42.3927132039486594      41.7737424532435142
000222.47-000443.5         105       0.8105999827384949     158.4131804293284063      27.0395960594064562      46.2357692117885719      43.7846075354133646      42.9762937216135938
000410.80-104527.1         157       0.2397000044584274      27.6809414141731338       4.4934881881155473      45.3565540720822824      42.1539534368456330      41.3459655871253773
000435.75-011318.6         175       0.5073000192642212      88.8239942284020003      16.4844217384530793      45.5358459945144673      42.8381486636155415      42.0900132353263743
000445.71+002245.0         182       0.4966000020503998      77.1886043819877159      22.7960996129024807      45.4327818972723421      42.6820912834937687      42.1295086266409342
000508.85+002608.2         204       0.6661000251770020      46.7979487081700611       2.0037424284047844      46.0187088397635620      43.0174654137851888      41.6473765722570732
000519.39+144422.6         210       0.8576999902725220      86.1861443317372959       0.0000000000000000      46.4000331194664710      43.6862098426684753       0.0000000000000000
000545.61+153833.8         225       0.4411999881267548      92.3481813687330373      15.4707136587540148      45.8785201368830826      43.2114886443827544      42.4108175614492708
000557.23+002837.7         233       0.2596000134944916     139.8582311532457254      95.8758470889362826      45.0508693705329719      42.5433738978567320      42.3664050797654284
000559.20+153125.1         234       0.4663000106811523     107.2905384511916367      12.1051373809835461      45.5416834244809507      42.9341449682027800      41.9641628319249662
000601.82-052845.0         235       0.3294999897480011      65.6188531939368289      16.1184236195144628      45.4277039131263294      42.5859991877876212      41.9666253217770588
000618.27-100606.6         246       0.7185000181198120      54.5868274430860083      11.7184752638295215      46.1049553951582851      43.2115210526028619      42.5253515588046866
000701.33+002242.3         275       0.8884999752044678     142.0652374292861566       0.0000000000000000      46.7495733951536678      44.1786575230658514       0.0000000000000000
000710.01+005329.1         277       0.3161999881267548      88.1090157696738174      39.1683034250003956      45.8140726400772706      43.1210070772036218      42.7455201306946790
000834.71+003156.1         335       0.2632000148296356      40.9711490220389081       2.0969354062131820      45.5921677676118406      42.5654444931838185      41.2526730064786875
000859.18+011351.1         345       0.2867999970912933      88.1273033865360844      39.5548418501321635      45.2395618947539404      42.5272659663532266      42.1689501482660773
000904.54-103428.7         350       0.2407999932765961      78.6608463153542914      46.7818306094304148      45.2917900351513794      42.5537193424875682      42.3030576460986012
000943.14-090839.2         371       0.2096000015735626      79.8844749635260456       3.1144170057049831      45.4276978810855212      42.6913432782128766      41.2601783354186082
001002.96-010107.2         384       0.5548999905586243      67.7672430150851994      62.3322499082183654      45.8642887382526894      43.0557398698183249      42.9977977625710039
001010.03+005126.6         391       0.3871000111103058      37.4803533455489060       6.2246564128238173      45.2441738709947785      42.1477490662557983      41.3656448507943750
001024.21+153331.3         408       0.7289999723434448      68.8909737708188743       2.4735172626096369      46.5249212028239825      43.6551185101786245      42.1829524912247678
001030.55+010006.0         413       0.3779000043869019     110.0907608976514496     102.1426985096390041      45.8101710113889098      43.2070221272713226      43.1567030873984123
001125.75-105710.4         447       0.6407999992370605      36.6817548694999402      16.8825731788809748      45.8111028433094347      42.7245300092055587      42.3714286251238690
001130.18-102353.8         449       0.3373999893665314      66.7849814890594189       7.9563415042813634      45.1257024068482622      42.2918937387668308      41.3580558810817323
001224.01-102226.5         489       0.2281000018119812      93.6910584475870252      11.4317551314645094      45.5338943121106894      42.8720944378070570      41.9312148700822007
001232.63-100132.5         492       0.4185999929904938      11.3769664703034774      12.3096773402721897      45.3102577434623868      41.7048136955719784      41.7319776494297230
001247.93-084700.5         501       0.2201000005006790     104.3825702208399093      17.8323143476777908      45.3746328512681529      42.7540934679971585      41.9647641423653042
001327.31+005232.0         524       0.3623999953269958      92.1218524874740723      39.9006070293389712      45.7777811057186597      43.1052198195173943      42.7192893053668001
001340.17+145730.8         531       0.8213999867439270       0.1009104808759573       2.5471322286530791      46.1768958470292645      40.7515270342766556      42.1761550788169899
001340.74-111100.6         532       0.2542999982833862      75.8979766065368295      16.5043965274477955      45.3379371466213996      42.5730759706739192      41.8922853590192759
001344.93+150111.8         535       0.3898000121116638      98.1731078480519272       8.4263551913150057      45.4332684893280572      42.7744413479975947      41.6939133151089294
001346.52+003402.8         537       0.2737999856472015      45.5878822409259072       9.8132509797672434      45.1136133488591611      42.1162067025078741      41.4386628525988883
001502.38-094439.1         582       0.3357999920845032      74.8487035746285727      16.1878664881529524      45.0888558123486263      42.3068758636042617      41.6301308693386716
001504.34-005439.1         583       0.6495000123977661      91.1277895723278135       5.1506833362096565      45.9401991581705929      43.2661779836309606      41.9931062113429192
