objname u g r i z J H K W1 W2 W3 W4 W3(AGN) W4(AGN) 
saga-156 0.8443773 4.0298266 8.4608488 13.2608099 20.0890141 6.3927575916688921 12.7732050366014693 21.4550927408592678 30.0273350720600121 79.5408635982863927 209.0753874001039776 651.5715192470087231 136.3582001 472.5458679
saga-158 0.4226405 1.5978186 3.2495639 4.6711860 6.0630779 2.3447051111999326 2.8307392962641980 2.9425942586665679 2.8834789827185703 1.8221759149052792 3.8824235277639345 5.0438491886173624 1.6347216 2.3976552
saga-160 0.4218144 0.7727684 1.2411102 1.9411304 2.2498226 1.0131837709981786 1.1986706408724626 1.7616936135957615 2.8808244230874855 3.1346589883687934 13.0467671113949404 44.1735286402304794 10.6406240 37.9310226
saga-161 0.6482486 0.9074492 1.3754903 2.2050073 2.4331639 1.9520378256619380 2.4541430448510209 3.0000630593788253 3.8932903224847752 4.5101428957819216 13.9541346755754745 23.2253406543856222 12.3795080 24.0732021
saga-163 2.0104055 6.9353366 13.3078804 18.4531021 23.1284027 8.2203108051035478 11.5851025623967328 14.9944449403594025 26.4921246765904357 30.4081712160107500 60.4091757653560748 76.7647946797768270 61.0461731 75.1932297
saga-165 0.2702846 1.5588294 3.6160045 5.3807564 7.2911344 2.7751613042202141 3.1210438786885737 3.5738011523824147 4.4618687426468631 3.6896935916537497 5.9690182973018349 10.3457526913919562 5.1689157 7.5223947
saga-167 0.3316059 1.4767007 2.8452218 4.2915239 5.3984318 1.9323608450363279 2.3938661996427300 3.1998556256537829 4.8341129130404168 6.2659987215547499 51.1803097740474016 162.4658520939567552 53.4806519 167.3224945
saga-168 0.1899209 0.2710240 0.4772600 0.7187820 0.7888368 0.6247240446632905 0.7542231618390891 0.9743845208929935 1.1833597414250598 1.2513831473348509 2.6983787629748179 6.7415862116423826 2.7545681 5.4918861
saga-170 0.2714777 1.2232974 2.6139705 4.3113027 5.6761060 2.1090565735966993 3.0192555565101058 3.4764051478795501 6.8346580392589722 7.3958875940184434 31.6739998385420485 120.2159499708925949 24.7806206 105.6765671
saga-177 1.0158397 3.4967239 7.2499080 11.1158800 15.3569441 4.8182378486841104 6.5207849715651989 8.4164779521308617 10.3161296182588611 10.7198893331294407 33.2279011777321571 51.9471938994410323 31.2972107 44.4116516
saga-181 0.7015758 2.3339310 4.5683470 6.4550142 8.4879198 3.4426132237972427 4.0992072503375487 3.6773112019982017 4.2925641111872492 2.8986134424636547 5.3839734572759941 12.3016139165588125 4.6786370 7.6188941
saga-190 0.1052985 0.4195520 0.9359660 1.5291436 2.0099378 1.7445693100941329 2.0582582827289908 2.0831971898544182 2.4723889291678161 2.3387850115680990 7.5980633489712606 15.6013468660523955 9.0846767 19.4053898
saga-193 0.1508230 0.4996075 1.1939137 1.8221118 2.2077918 1.2568638236886842 1.5173992664466240 1.9986206982841952 3.0557427514815871 3.6023864627107924 10.8918815615640874 24.2975280780285274 12.2392359 27.7955780
saga-196 0.0889064 0.2442158 0.4789619 0.7665985 0.9472389 0.8182541626399095 1.1426148601828396 1.2334750738232922 0.9305008844022292 0.7554231713151179 2.7765334513602613 6.0864224476050621 3.0742295 7.3716292
saga-198 0.3596024 1.6599516 3.6279867 5.4484506 7.2988877 1.8779681771444652 2.3982799281553659 2.2841803000770389 2.9074803632812469 1.8766803294613092 3.0754092068025258 5.6384806278529611 1.9828242 4.1483946
saga-199 0.1344523 0.6572916 1.3928319 2.1125252 2.8750179 1.5519875301384367 1.8513983445568036 1.9931059275762590 1.7960432486280729 1.4838510280927266 4.2845272582975538 8.1726348013270336 4.3995223 10.2364855
saga-201 0.0818697 0.2315580 0.4685070 0.7772912 0.8331070 0.7093951621801730 1.1094299037712381 1.0576217576797557 2.7613203292070705 7.8449522036380062 64.7295980460708336 150.2318767585991566 65.2172241 158.4936829
saga-202 0.0915928 0.1852255 0.2993249 0.4319232 0.5126647 0.4200376490049055 0.5295413313281362 0.6366934372469245 1.0090595342302069 1.1381258878645542 3.3814495334712267 4.4254974278246646 2.9015326 5.4063563
saga-203 0.2347355 0.8943374 1.1557275 1.8202823 2.3714855 2.1861916423691579 2.8516739860474365 3.4318664911012324 5.9582235022261507 8.4370437656369397 34.9544851861400190 74.0563140893683709 34.0178108 76.2237167
saga-206 0.0146036 0.0754210 0.2740975 0.4820326 0.7743295 0.6445969136917592 1.3228173086615567 2.6713474761523668 5.7585983735613233 8.7940777694774930 22.6935746307756645 47.1153143087235335 19.8306999 48.7557869
saga-207 0.1382897 0.2387865 0.6743799 0.8110473 0.6850559 1.1718937165357015 2.0965241617542807 4.9423145993166271 11.5110990320065536 24.9913836727550560 142.9232588521352625 272.3717697415114571 136.3866577 266.1561890
saga-208 1.3120985 4.7966943 8.4791784 11.4992037 13.9347324 8.4584003750076526 10.1741908995886323 10.7629269257951368 12.6682548109927957 12.1057110045123402 98.3338198931216141 351.2061341479828229 48.4502869 266.9736328
saga-209 0.2375989 0.7967431 1.5194750 2.3808882 2.9910595 1.7333578362800763 2.2966767422834513 2.8231267883162978 5.8333332833553815 6.0005395414055664 12.0088912004468202 15.8913975598060571 6.0367904 7.8410439
saga-211 0.8835699 4.8267288 10.4217558 15.6901407 20.9164677 4.5676017898576768 6.3547706206456898 5.1136427834931526 6.4256459172722389 4.2676648110587827 9.1012891070602429 15.8475486131089180 8.0496330 13.2788763
saga-215 0.0440969 0.0636163 0.1213475 0.1590466 0.2462454 0.2992872507349931 0.3350424686781719 0.5334950230025367 0.7071585395876044 0.8199555351414988 3.2203487773814983 5.8554744818905862 1.3581209 3.5566931
saga-216 0.0821852 0.2168641 0.4389799 0.6004868 0.6815246 0.8235466850064209 1.4491050484964836 3.8541657259437683 12.8090461459335163 23.6477759451111744 96.8953442832492868 189.6540374716933002 97.5209961 195.7007904
saga-217 0.3305044 0.7066002 1.0731912 1.5843419 1.7129413 1.5420136830386324 1.7294175849410129 1.9034013826845446 1.7910874475804646 1.6511643449233289 32.5314117209078475 103.5528587127881082 17.4726276 75.9598389
saga-224 0.1705192 0.4029415 0.8186195 1.4451544 1.6317599 1.7721000112665741 2.9369724592591293 5.0948380877813513 12.0980894223285205 16.5116434492332900 71.4336612849564574 172.3304780120264752 57.5822983 143.7972565
saga-226 -99.9000015 -99.9000015 -99.9000015 -99.9000015 -99.9000015 6.6204610810334845 7.9854589322139979 9.0184186170978720 15.9483879046425319 11.2147682111989848 174.8650072264139794 764.1209248612749434 140.6683044 615.1178589
saga-230 2.7252955 9.6175814 17.9830513 24.7997723 32.2637367 9.4555814325169365 11.0331591455742224 13.4874669389510746 20.3758995166337620 21.3103362281280049 123.6809778362758721 278.2031817807136349 76.1818848 207.3719177
saga-231 0.3423536 0.4946695 0.7809208 1.2018874 1.3184294 1.2114018313491191 1.5613485704676850 1.9157127094705959 1.7247128148549844 1.8289014403314585 5.7584143313891252 16.1421765390817065 5.7147675 16.8795643
saga-232 0.1578600 0.4577912 0.8759015 1.4277028 1.6051526 0.8552404308340099 1.1920648114088090 1.4452080722847962 1.6623282683734260 2.8746852587292868 27.8165272856949350 86.2903226088703690 20.7410831 79.2849731
saga-234 5.1818342 20.1392460 39.1062164 53.2254868 65.7954254 31.0233181658207933 45.8669531565149455 58.8749298495237170 66.3615911044706479 77.3731542420553637 220.5478915071915083 468.9883910312333910 192.4287109 446.8905945
saga-237 3.0083408 15.0079508 32.1278801 47.0434036 60.0829163 9.4817442986190699 11.4894670206762815 12.7037047819109254 64.4936253246990390 76.8051429737668911 106.2436323143700747 124.0400957087638432 76.1015015 111.9286194
saga-241 0.1508718 0.5860196 1.0331588 1.3958126 1.6398988 1.5096915606570418 1.5385083932754489 1.5105335613545381 1.3301995306035626 1.3139846806251385 15.8308017475797644 77.9762046128332713 14.3821354 66.8059006
saga-242 0.1484645 0.2605757 0.4231628 0.6243845 0.7331079 0.3671877788939239 0.4996890845294227 0.5555592366254738 0.7912555882512073 0.8875448369227964 2.7108339134363835 4.4173528640230471 2.2490809 5.1262975
saga-245 0.3509815 1.3788092 2.2748208 3.0361464 3.6931272 2.2084533491830065 2.6760848134067192 2.8075686412473795 2.9588080406904407 4.1019494297890438 27.0086520653457178 86.9284813790822000 26.9476910 82.3117371
saga-247 0.0692662 0.2500237 0.6884449 1.1114620 1.3171308 1.0406105507487906 1.1166057702047705 1.6486572605714969 2.4701128231573182 2.8483299858613105 7.0000784980889712 13.2666750767677399 7.0543098 13.8940296
saga-249 0.2619739 1.5773202 3.5629876 5.3920693 7.2817264 3.4362775329692097 4.2963522040794917 3.9294374972265231 5.7110608861832688 2.8693947670091817 4.1947193571930335 7.3920022884854095 2.1394553 4.9749532
saga-260 0.1495902 0.6904020 1.2995661 1.9159899 2.4269738 1.6675859521493293 1.9333027617792009 1.9657594886537446 1.7714006114283030 1.3507976671711530 3.9075353010832270 7.5641841407304122 0.3866075 0.9323316
saga-270 0.0389232 0.1755910 0.3758017 0.5851802 0.7659671 0.7152999957557321 0.9287522237111951 0.9495774133917567 1.0732892765191597 1.1381258878645542 3.2173840920435111 5.6697262787174685 1.5262519 2.3887162
saga-282 0.1101059 0.2546094 0.4981526 0.7225761 0.8651599 0.4721589428445249 0.6413570370064977 0.5963900276875257 0.8239802273037006 0.8042485784496228 3.9691993372764744 6.6674856961518838 1.1491399 2.5691843
saga-325 0.5305507 1.6817693 3.1045315 4.1476960 5.2442904 1.9111211942542221 2.2840198419011908 2.2862850770486953 1.7600167064384968 1.1507746911507022 2.4677599415522238 4.4295753392465507 0.0773048 NaN
saga-326 0.0664503 0.1958015 0.3341972 0.4787994 0.5778303 0.6230002509164280 0.5560320986510405 0.8463117590641205 0.5871063670589028 0.5631061907068060 1.5685664084766300 2.4932285574834405 1.4580090 2.4264727
saga-330 0.0341732 0.1751951 0.5186206 0.9506344 1.4125650 0.9088416553060900 1.5527440363795544 2.5818462865364022 3.1821217370638726 4.6407727456125967 14.4112917437311960 32.9580943493973848 14.3541803 34.1269913
saga-331 0.1022258 0.5189734 1.1123153 1.6449842 2.1608212 1.0687797705867965 1.5244032633337448 1.4359204433184212 1.3119485088305589 0.9362467042895911 1.4692743948134384 2.1835447288784975 1.6976939 3.1870167
saga-332 0.1070969 0.1965666 0.3612994 0.6960381 0.6799042 1.0638691735248136 1.7648177810284698 2.8809145908437932 3.3290229583528017 4.6664895963958806 12.3339706366338344 18.8088434901821202 15.3098316 20.9274311
saga-335 0.1187876 0.4184826 0.6616338 0.9186579 1.1593878 0.7448832743813050 0.9707331636201637 2.9480197131813344 24.4746669267352779 114.3379238273348761 405.0446592975883391 1151.2299848171453505 434.6266174 1142.7791748
saga-360 0.1185375 0.4466207 0.9387850 1.5054677 1.9626510 1.6970249523818366 2.1178727962072719 2.4430388992432537 2.3459394051837257 1.7692544717053538 11.1455860747004944 12.5997547749972281 NaN NaN
saga-365 0.1792682 0.6518207 1.1238924 1.5285417 1.9090666 0.7259190984659124 0.8796296629427001 1.0344997177581674 1.2020341057755604 0.9345236615940528 5.5860254519337911 10.4030836991334734 1.3124782 1.7229080
saga-372 0.1752855 0.7189951 1.5905843 2.3595798 3.1157882 1.1980866413209466 1.5991892809060211 1.5978292948827895 1.0752681704991700 0.6946888077482009 2.6175977589474271 4.2732873053874370 0.0765925 NaN
saga-373 0.9240072 4.4367251 8.1391754 10.8855963 14.2562418 11.3263046873431250 12.9508980216254912 17.3912338474588246 23.0524341566536357 28.2221633958735154 104.8824708837583870 187.7422821171034286 99.7695999 185.0913696
saga-390 0.2030077 0.9826325 2.3864262 3.8796182 5.6803641 3.8769324436771142 6.3664873290748378 11.9105109392797353 27.3852550626905966 43.5903445623935824 112.6945490790334503 164.2714507766374084 109.3476181 162.1275177
saga-411 0.0999974 0.3470545 0.6658511 0.9866731 1.2251772 0.6138866958840137 0.6961452509091984 0.6355216841313723 0.7236303779914876 0.5377622372677731 3.2591392022793033 8.6290322608870333 0.4116130 3.1303117
saga-424 0.3253286 0.8853616 1.5681181 2.3626001 2.8161747 1.2464883564021487 1.4279068249198550 1.8110497478274397 3.9112609341062607 4.3751233512956667 9.6895344283249401 13.4017679116348418 6.0270686 8.7333612
saga-435 0.1699137 0.5460153 0.8846585 1.2695613 1.5142072 0.8304016882203138 1.1606462379497609 1.2232926817168448 0.9833696269750724 0.7961415718877293 3.1268202088650994 5.6022449354069730 1.0240040 1.9435050
saga-452 0.2162820 0.6230467 0.9536572 1.4409715 1.5786325 1.4577673771268789 1.4692641081015607 1.7927939587584283 3.0954000854492194 6.3007217651002181 53.8893456440906959 176.0200308065561785 50.1639595 179.6554108
saga-453 1.1553134 2.8805950 5.1638241 6.9039140 9.2352591 4.3021766030881219 5.4789820558826188 6.1649617736963798 9.1857958721567616 9.0238174686659676 25.8882628926722127 48.1240415029970876 13.3661604 19.9942207
saga-458 0.3894590 1.7401073 3.4133623 4.9246912 6.4783411 3.5292972099088353 4.5112809732655759 4.0320915589579531 4.9787095417565368 5.4273808998555406 27.1833458213139814 47.0719394784856888 29.8908863 49.5220070
saga-459 0.1667670 0.4289597 0.7723935 1.1554148 1.4247917 1.3185245681027176 1.5933084892500025 1.7568325930204440 1.5992515865894374 1.7178700256347659 38.2210760896257682 213.9745356921359587 32.5674896 198.9437408
saga-461 0.6167740 0.8622983 1.1656436 1.7040769 1.7093613 1.8573263863708034 2.7208203899356915 3.8755235927867240 6.8915480771608122 8.6415232337808270 30.0817370139559657 74.5353152490759641 30.3104725 80.0324707
saga-466 0.1818035 0.4453475 0.7169294 1.1032292 1.2182169 1.3542168916083501 1.4652099848391849 1.7862012133720606 2.0003997437637091 2.5953163453303714 59.0884925031691708 210.8444106643332532 40.7694588 184.9003143
saga-468 0.0277979 0.0846385 0.2562730 0.3742120 0.4808799 0.4306140731820394 0.5418759336570262 0.7269932427987911 0.8052241474528059 0.9803706520802004 4.8073186517696502 12.0105277963321999 4.6443529 10.8671913
saga-470 0.5468156 2.6593301 5.6165791 8.2848272 11.2976074 6.0546387530186996 7.5980103392986598 6.5392868509115640 6.2793803590411761 3.7033119958168670 8.3927233984073926 15.9060408202927785 5.9562998 10.8581877
saga-474 0.0925068 0.3600943 0.7526563 1.1031867 1.3433969 1.3895949487697197 1.7390011558410365 1.9802972333120861 1.9948800642385351 3.7895732135486595 32.1738409204351470 143.4703284885482049 27.3268490 134.6508026
saga-475 0.6248639 3.2516570 7.0761805 10.2364044 13.9389668 6.5658088776098618 8.4625233673315616 8.0524936272975758 8.0894089324454548 4.5393147996781789 4.7852310289065549 8.1801655436552920 4.3600202 7.7740302
saga-481 0.1033604 0.3345221 0.7538725 1.2072730 1.2620938 1.1558147317213325 1.4746870605088995 1.8498238743536233 3.1587611668321980 6.4474844285378747 46.6340259643373471 119.2235619219847109 47.3945465 122.7512283
saga-483 0.6639366 2.7759054 5.3410611 7.7124987 10.2601414 4.5007846574138473 5.7003284253834732 5.3694572273066603 12.4944398388310756 16.6184418560688627 69.2313675042036323 139.4318830629810293 69.8463440 150.6100464
saga-485 0.7695130 2.3999362 4.2673678 6.3565397 7.6661615 4.5382480991996283 6.4372426364749114 11.1462913787150129 34.6032420173216479 49.0444989384492516 177.6245170718026145 359.7179358541613396 158.5216370 333.4468384
saga-490 1.6503707 7.8763905 16.1951618 23.1128674 30.3462658 11.1400782197654280 13.1189743740861253 14.0711759432137011 27.3852550626905966 28.4832998586131048 89.3517185968658367 199.1416460955650507 68.1607056 169.9227142
saga-493 2.8198411 8.0617485 15.7633371 20.8954582 27.2874775 16.9234242935303953 26.2482218605561037 29.4530583772390315 25.5338786607627064 21.9073729610706316 113.1104968747556114 212.7953299761159940 19.7957306 NaN
saga-497 0.4504763 1.8813955 3.1328716 4.0349979 4.9568515 4.6653930128396182 5.3690800358424138 4.6722964067246719 3.3351608967779072 2.6241599436242371 13.4370183475344351 45.4948348312053810 9.2202702 29.9635334
saga-500 5.3049335 32.2294388 74.4319534 110.0947723 140.2242432 16.0578812748289685 20.7730318369532228 26.5907384044391684 49.1492381403964487 37.3069978343325843 54.3379075031606220 73.5803912303325518 43.5824203 50.8509483
saga-504 0.2484868 0.5377668 0.8726149 1.2748266 1.5245996 0.7497012289608249 0.8446948881918953 1.0128155869045334 1.3412717892708348 1.3164073605411728 4.9374522678382595 10.8433154590441827 2.9867461 5.8959503
saga-505 0.1685379 0.7229785 1.6499811 2.7044179 3.6133258 2.3817064360429439 2.8727634980133039 3.1969098064726533 4.6122919571491439 6.4060496736415509 41.1436588379811923 120.1052779633220098 42.6679459 129.6606903
saga-506 0.0588658 0.2191809 0.4765395 0.8487897 1.0924753 1.5677912184817191 2.7008463216873975 4.8700159830285585 9.9155495754007674 15.5664758398922025 72.3607251095323676 138.1535638753544220 63.5834846 124.4181290
saga-516 0.1608132 0.4499647 0.8556436 1.5240396 1.7440053 1.9412802175724149 3.5277668527469004 6.1877162220678272 14.6796868169816896 20.0719839916775840 56.7940592481386588 110.8567373604040682 41.2556610 95.6341248
saga-519 0.2457402 0.3469996 0.4308811 0.6994664 0.6643789 0.6469760764070213 0.7236021773254684 0.7452987183388174 0.9806562267096414 1.0134219391967547 4.2179644022965004 10.0360332771654814 4.3550019 10.9339933
saga-520 0.0323729 0.1191420 0.2914078 0.4138512 0.5303512 0.4015024675727088 0.6502792022770987 0.8112045444167660 0.7818380277955005 0.9183120897807073 3.1967075750641003 11.0652719668608785 2.8709965 10.8172350
saga-532 0.1270822 0.6384367 1.2257988 1.7459214 2.3092694 2.3598708198641734 3.4601894298037248 4.8924949557943789 3.6907683717667195 4.3791548451056546 14.8971403767271369 30.7299669139835316 18.7026176 33.6798210
saga-537 1.6388791 4.1903386 4.7870007 6.4421453 7.0038548 3.9818806034131979 5.0384839277501055 5.8013676338762918 9.4605588202056747 15.8997502269802720 131.5536524040155655 426.5422864910637486 117.2120209 421.5225830
saga-540 0.9685890 3.0629506 5.1421976 7.4242148 9.1314869 7.4009630777810731 9.4340871013284886 8.6045941360869698 9.0848296918026925 6.1516313558522393 39.4732522720352250 165.7914357963252883 16.8436604 112.7664032
saga-541 0.1122630 0.6795748 1.2464825 1.8400429 2.4069130 0.9892093771244014 1.3966895032541773 1.9104267058061299 1.9820599686763918 2.8222163395873543 34.4431537393340292 132.1788876243607547 30.3752537 120.7193146
saga-544 0.1140308 0.5256143 1.1941589 2.4523685 2.8968897 2.5780315666823768 3.5440502849334576 4.1911227971850051 6.5571752390605109 11.4127499455669756 55.8602545193379214 166.2501679326673525 46.0874977 147.9214325
saga-562 0.0355825 0.1290700 0.3292474 0.5553688 0.7484978 0.5619377664113763 0.8081646791998057 1.4214460420687871 1.7828581482719106 2.7707050861472751 11.2487149129075767 16.6863785817961485 7.9185290 10.2431250
saga-565 0.2430914 0.3127900 0.4502002 0.5625665 0.6835908 0.8212742822743819 0.9979295137442826 1.1239070023853479 1.9174179567234242 1.5296437689623577 1.4611772782142072 4.6985309575158283 1.1776297 1.5036688
saga-569 1.8108456 6.5407681 13.0177507 18.7682667 25.8006287 9.1219615842174626 12.7732050366014693 10.7134757677599044 12.5636778003881950 9.1915827609554555 46.4197620778131892 62.5118127043375864 4.8596582 NaN
saga-573 0.0653287 0.2763667 0.6264325 1.1813936 1.4365058 1.5750278140546232 2.0658551719796732 2.7110054006486082 6.1251508681686868 11.2665332292826879 61.0805459442456353 141.1113974144395513 58.3847961 149.3957977
saga-574 1.4493661 6.8098383 14.6292248 20.0314503 27.8508377 14.6180095742264520 21.4338351861223018 18.4132476872947564 26.3947036487664164 47.7079001839088690 330.1436209031306248 1030.7707654494658982 179.0444031 629.3530884
saga-575 0.1819668 0.5747829 1.0857352 1.7887923 2.1843326 1.4430727538673940 1.9279682220892118 1.8929118082291760 2.2967662102437418 2.3778820139402286 23.4370480374310510 81.1263791087796449 10.3876247 48.9510345
saga-577 0.2353077 0.6691017 1.0714822 1.5937868 1.7827866 1.9592426625374320 2.5840438146922997 3.1012043438869656 2.3394662821279666 2.4355121582213095 40.0961718029460314 176.9954461339715692 27.2489491 149.3911896
saga-578 0.9146352 2.9914043 5.8271818 7.3995652 9.1902170 3.6315182663498229 3.6940253849138829 4.4826041204728133 9.7077099137578156 10.5923007165405298 22.9035556915069698 24.2751595303270697 24.6478882 27.7372265
saga-582 0.6895016 2.0703595 3.7866564 5.1952105 6.6784334 5.4211101986558488 7.4524638846553763 11.7795959015234217 9.6542110851110454 10.8390270953663261 32.5913920227930376 61.9387009606112287 36.0701141 64.9979782
saga-583 0.1020238 0.4217579 0.9180706 1.4043921 1.7706586 1.9938304720135454 3.6132655085203318 6.9108328475048406 11.8554157955549133 19.7601529541911844 90.6782040833721794 199.3251468220781533 76.2815247 179.1049194
saga-590 1.5521551 4.4418111 8.2227230 11.8507566 15.5918417 9.8920941106535434 13.2281735404899550 19.5492632806402611 37.5246621020514723 45.1014289578192091 121.9840112027272596 190.5294407341134217 121.6904221 200.0476685
saga-592 0.2485453 0.9168552 1.8712885 2.7966084 3.6448736 1.3160979916999693 1.8736991990547487 1.5846391423252386 2.7971566581761560 2.2897617797478569 5.9635231592743958 11.0754681537700144 2.9552517 4.4764428
altas-8 0.3150633 0.5009793 0.6006522 0.6161036 0.7218379 0.5421110012651100 0.5758373935094845 0.5601835772025313 0.5721590744493037 1.0899091584133018 6.3548149734240429 10.1569214237675212 31674.0000000 8363.0000000
altas-10 0.0333757 0.1384963 0.3786646 0.6604772 0.7659242 1.1871025168071523 1.7438128382020237 3.2057554098661902 5.6639158228917061 9.8217822588534673 33.5662565939015138 80.9025280434541259 33.5662651 74.8374634
altas-12 0.3897088 0.4649656 0.6219586 0.6627040 0.7789247 1.0011248109110376 1.4096129123057528 2.7487192430771290 6.3025571181674085 10.7594557041291221 41.6776199570567769 70.2040380066548977 41.6776428 72.7701874
altas-14 0.4890757 0.5936813 0.8220002 1.3283374 1.2057337 1.9682861159072549 3.2143996686496239 5.5966788578600921 10.1558619833783492 12.9954194576657134 20.2256696792869697 25.5130331102705945 20.2256756 27.8402138
altas-38 0.3667654 0.5035779 0.7418438 0.9402508 1.1102966 1.4154294480888567 1.6576768419829166 1.4097119411812518 1.4980171667214692 2.4762261290037277 8.3004743177508011 13.5008804826692366 8.0702915 13.2611151
altas-63 0.1577778 0.2496560 0.2807826 0.3629995 0.3896055 0.4455415582210001 0.6419480207926969 0.6533266493688309 1.6036765925816996 2.6193305118066732 9.9609993135756092 22.5508072373944763 9.0059071 20.0679550
altas-64 0.2281229 0.2255669 0.2453649 0.2380239 0.3549941 0.4980675185082311 0.7356984907226010 0.9583637451503930 1.5657297019867604 2.4287918781198119 7.3367363068716935 12.9289153700858161 7.3367400 12.8080893
altas-71 0.3391337 0.3602399 0.4083315 0.5614727 0.5046602 0.7028913881440334 1.0071632419857468 1.4558960867923283 2.8048961752587198 4.5101428957819216 14.0185440347544183 27.1870504224448837 14.0185404 28.7772942
altas-72 0.3516832 0.4533686 0.5375106 0.5244127 0.5131639 0.5760871937134240 0.5611770003918576 0.6193417732239549 1.5860496931459096 3.4118529265937854 11.4367574356098025 23.0973466649719974 11.4361734 23.7565422
altas-77 0.0605660 0.1076558 0.1917174 0.2311796 0.2733949 0.3604858465322375 0.3463377731355079 0.4856578038273175 1.0297144096917612 1.8560526944421487 5.6689537022864958 12.0437600018930180 5.6689534 13.3562050
altas-78 0.3291856 0.4947722 0.5467265 0.4995233 0.6316282 0.7685784848982222 0.6987146749790163 0.6936340016532015 1.0595386174418766 1.6787665298146064 6.4254405565654125 18.7051886525464077 6.4254327 17.6677189
altas-79 0.0593990 0.0863303 0.0914936 0.1063766 0.0985972 0.2259894759233648 0.3002616448047383 0.5817419372031052 1.4774636006607729 2.8404706223751317 11.6279434276432418 24.9093326630239567 11.6301851 22.8091698
altas-80 0.0171561 0.0285118 0.0571976 0.1268975 0.1726367 0.2370763407471742 0.2822928373587013 0.5071429258751651 1.3059206529761964 2.1369300287502631 7.0843973213065130 15.5869841098716240 31674.0000000 8363.0000000
altas-109 0.0625743 0.0681097 0.0803769 0.0828131 0.0717374 -NaN -NaN -NaN 0.1591903692999151 0.2966130823003849 1.1887838876113535 2.2159608976716552 1.1887838 2.8733060
altas-115 0.1522774 0.1669285 0.1883308 0.1781372 0.1519284 -NaN -NaN -NaN 0.2011484962656607 0.3892156566423400 1.1155856267712452 2.5654413630604460 1.1155859 1.7957525
altas-122 0.0835239 0.0886825 0.1083827 0.1070226 0.1030745 -NaN -NaN -NaN 0.3262246623122135 0.5725195245382327 1.4531247845237045 3.7116079191082902 1.4531251 3.2171819
altas-130 0.0068990 0.0376577 0.0450573 0.0605850 0.0683923 -NaN -NaN -NaN 0.1134270899876708 0.1744979390304275 1.6199548490484281 3.1474735753069458 31674.0000000 8363.0000000
altas-135 0.0882006 0.0979330 0.1031883 0.1118655 0.1385588 -NaN -NaN -NaN 0.1466617255027301 0.2732689587201111 1.6761115167294407 3.2836895635974588 31674.0000000 8363.0000000
altas-136 0.0885956 0.0954125 0.1030890 0.1283925 0.1312506 -NaN -NaN -NaN 0.1868601917821283 0.3207674575987663 1.5527549062781436 2.5654413630604460 1.5527519 2.2407215
altas-144 0.1211892 0.1553804 0.1798205 0.2438270 0.2731798 -NaN -NaN -NaN 0.2846536718116377 0.4670789572056386 2.0525933151615838 3.0420201935724371 2.0525966 3.7613325
altas-145 0.0479576 0.0538849 0.0888119 0.0866330 0.0938911 -NaN -NaN -NaN 0.3036105022482432 0.5569167780526733 1.9602113980964715 4.0175574212299816 1.9602103 4.3523598
altas-146 0.1099296 0.1275340 0.1332618 0.1672487 0.1549206 -NaN -NaN -NaN 0.2143466943635181 0.4166681476619505 1.3966992829060885 1.6548631779577829 1.3967012 2.3288779
altas-150 0.0478540 0.0562538 0.0769001 0.0779937 0.0767784 -NaN -NaN -NaN 0.2522997326088062 0.4899934808151947 1.6963009689920929 3.3324381116579231 1.6963022 3.9736364
altas-165 0.1408906 0.1594553 0.1628602 0.2016865 0.1930357 -NaN -NaN -NaN 0.3132685451986728 0.6312338819927333 2.7460150312787879 3.7528576604108141 2.7460194 4.4126678
altas-169 0.1234370 0.1724130 0.2025283 0.2165816 0.2204193 -NaN -NaN -NaN 0.3972983763772099 0.8578084142793174 3.1268202088650994 5.4999924416299217 3.1268137 6.5319772
altas-191 1.2276030 2.0493457 2.7749290 2.7011418 3.9323628 3.3334061506737966 4.7456955895617741 8.4709162915157510 21.4149364649889122 33.3418967229446253 100.3466573270404183 186.5357564512532349 96.6518173 202.0041046
altas-206 0.2019335 0.5916822 0.8588768 0.8537021 1.0968117 1.4364424367334176 1.5772475810742326 1.5817228159687484 1.9512674064339721 3.7135587749416277 28.5695177871309269 53.1571994859475225 31674.0000000 8363.0000000
altas-212 0.5767765 0.6863316 0.8066765 0.9409184 1.1279831 1.0301209621882073 0.9860521105322583 1.3047592307020450 1.2311665011343351 2.1329972814732381 9.4689736970919096 12.5187824583298006 31674.0000000 8363.0000000
altas-310 0.2581432 0.2967165 0.3137906 0.4057923 0.4252546 0.3902008566792026 0.3277176710556279 0.4702516969405725 0.5833333283355380 1.1349854704655313 4.4617261433610311 6.6185383959717985 31674.0000000 8363.0000000
altas-572 0.7837906 1.0418303 1.3624722 1.4459456 1.4156151 1.4232730531197426 1.4044292608444278 1.5948886937317910 2.9972073590096553 6.3590216257935692 17.2306995667535041 20.3030877975591366 17.2306805 20.6900845
altas-598 2.2123103 2.0143883 2.0550103 3.0802448 2.5635629 2.9654337886141966 4.4248634873400290 8.9604617542866478 18.7377219543916880 24.1096164787246643 39.5096252287309966 73.7839825069256960 36.6085892 115.4799728
altas-603 0.1075679 0.2368825 0.2753978 0.2768374 0.2778401 -NaN -NaN -NaN 0.4276778816016799 0.5197449783036614 2.6540121710756135 4.5160848462338983 31674.0000000 8363.0000000
