# optical emission line information of the sample
#
# objname     redshift    EW(H-beta)     EW(OIII)    sample-id
saga-6      0.2028060      5.3910003      4.8950005 saga
saga-16      0.0344137      3.2850001     23.9069996 saga
saga-21      0.0542736      5.3190002    103.0039978 saga
saga-22      0.0336159      1.1080000      1.4489999 saga
saga-23      0.0431087      3.6789999     51.9420013 saga
saga-25      0.0509526     10.7659998    129.5839996 saga
saga-46      0.1284750      4.1250000      4.1250000 saga
saga-52      0.0808283     13.9799995     53.7779999 saga
saga-54      0.0470227      5.0479999     70.0149994 saga
saga-58      0.1393620      0.5190000      9.4680004 saga
saga-59      0.1708490      5.3980002     55.8470001 saga
saga-61      0.2108160      5.5150003     22.8460007 saga
saga-65      0.0226164      3.6679997     64.5530014 saga
saga-67      0.0444467     11.4699993     13.3650007 saga
saga-71      0.0358841      5.4980001     53.3389969 saga
saga-72      0.0740884      1.4980000     30.5330009 saga
saga-73      0.1289160      8.8880005    115.1599960 saga
saga-75      0.0377049      0.8640000      3.7679999 saga
saga-79      0.1187810      8.3290005     72.0870056 saga
saga-81      0.0858881      2.4140000     10.0280008 saga
saga-106      0.0718992      2.8690000     30.5669994 saga
saga-118      0.2169020     21.3129997     16.8569984 saga
saga-120      0.0661435      2.5860000      8.2799997 saga
saga-125      0.0724755      4.4619999     56.5229988 saga
saga-126      0.0286559      3.6539998     59.1819992 saga
saga-128      0.0415170      3.5369999     13.4930000 saga
saga-130      0.0408245      0.0000000      0.0000000 saga
saga-131      0.0432063     19.6790009     42.7050018 saga
saga-132      0.0445620      0.6540000      8.7089996 saga
saga-134      0.0733859      1.1240000      9.4879999 saga
saga-137      0.1518480      6.3450003     94.0949936 saga
saga-139      0.0294296      7.2879996     12.6389999 saga
saga-142      0.0260935      2.2110000     27.6549988 saga
saga-144      0.1140540     10.0730000     77.9729996 saga
saga-145      0.0729516      3.7830000      4.5170002 saga
saga-156      0.0393857      2.3620000      4.8990002 saga
saga-158      0.0293504      3.7639999      7.1489997 saga
saga-160      0.0835379      4.7479997     33.5660019 saga
saga-161      0.0837325      5.5640001     15.6859999 saga
saga-163      0.0429575      1.5039999      8.9619999 saga
saga-165      0.0735445      0.0000000      0.0000000 saga
saga-167      0.0888070      3.3809998     34.2080002 saga
saga-168      0.1396440      4.8410001     54.9050026 saga
saga-170      0.0904271      4.3380003     34.7369995 saga
saga-177      0.0390731      6.9250002     12.5110006 saga
saga-181      0.0389225      2.4700000      7.4280000 saga
saga-190      0.0793996      3.2030001     20.0559998 saga
saga-193      0.1325770      5.1829996     56.9379997 saga
saga-196      0.0987942      3.4000001     30.2579994 saga
saga-198      0.0549612      1.1130000     14.9180002 saga
saga-199      0.0459894      2.7530000     17.1509991 saga
saga-201      0.1106030     11.6610012    154.0550079 saga
saga-202      0.0741608     10.6900005      8.7049999 saga
saga-203      0.0489428     13.7570000    161.9559937 saga
saga-206      0.2578170      5.9300003      2.9440000 saga
saga-207      0.1848960     12.4469995    167.9429932 saga
saga-208      0.0233453      3.5929999      8.2819996 saga
saga-209      0.0524685      3.8239999     20.7950001 saga
saga-211      0.0323993      0.5090000      8.8640003 saga
saga-215      0.3483510      0.0000000      0.0000000 saga
saga-216      0.1786170      1.1310000     33.8489990 saga
saga-217      0.1367740     14.6780005     14.7480001 saga
saga-224      0.1790500      7.2419996     27.1140003 saga
saga-226      0.0098188     18.2690010      8.2620001 saga
saga-230      0.0249984      4.0619998     47.4340019 saga
saga-231      0.1263510      4.3860002     40.7880020 saga
saga-232      0.1114670      4.0019999     51.8540001 saga
saga-234      0.0162660      4.6609998     58.6669998 saga
saga-237      0.0229418      4.7440000     41.3549995 saga
saga-241      0.0840041      1.8830000      9.1339998 saga
saga-242      0.1266220     11.7039995     10.8459997 saga
saga-245      0.0450913      3.3050001     62.0089989 saga
saga-247      0.1745650      4.2859998     28.7549992 saga
saga-249      0.0282021      1.0669999     14.4250002 saga
saga-260      0.0588651      4.0060000     43.8600006 saga
saga-270      0.0935551      2.3650000      6.9510002 saga
saga-282      0.1889540      2.3099999     10.0759993 saga
saga-325      0.0188186      2.3669999      9.8590002 saga
saga-326      0.0688761      3.5369999     10.6570005 saga
saga-330      0.1588140      2.6269999     41.1209984 saga
saga-331      0.0543494      1.5610000      3.4679999 saga
saga-332      0.1378380      8.6020002     36.3660011 saga
saga-335      0.0581985      8.4270000      9.3039999 saga
saga-360      0.0829618      4.8980002     14.1630011 saga
saga-365      0.0744719      2.9210000      1.7760001 saga
saga-372      0.0716803      3.4730000      2.7930000 saga
saga-373      0.0264592      2.4600000     44.1840019 saga
saga-390      0.0799253      2.3269999     27.2920017 saga
saga-411      0.0800280      3.9000001      5.3090000 saga
saga-424      0.0771675      2.6389999      9.1880007 saga
saga-435      0.0612037      4.0429997     33.7940025 saga
saga-452      0.0806218      6.9300003    112.4820023 saga
saga-453      0.0242513     27.1310005     10.6770000 saga
saga-458      0.0352585      2.5620000     42.9950027 saga
saga-459      0.0693617      4.4700003      2.3420000 saga
saga-461      0.1133180     12.1600008     14.6230011 saga
saga-466      0.0992214     11.2830000      9.1120005 saga
saga-468      0.1951960      2.3520000     49.8719978 saga
saga-470      0.0252405      3.7879999     43.2000008 saga
saga-474      0.1467230      2.3469999     30.2720013 saga
saga-475      0.0222950      1.7210001      3.0669999 saga
saga-481      0.1127590      3.1679997     62.0070000 saga
saga-483      0.0327615      2.5769999     65.2809982 saga
saga-485      0.0770098      3.3659999      8.4969997 saga
saga-490      0.0267379      0.9660000     22.8649979 saga
saga-493      0.0111335      8.7270002     14.1450005 saga
saga-497      0.0241780      1.2960001     28.8470001 saga
saga-500      0.0075485      0.5620000      8.9259996 saga
saga-504      0.0810228     15.5930004      7.0419998 saga
saga-505      0.0829218      4.8510003     91.0880051 saga
saga-506      0.1112890      7.9380002     23.4340000 saga
saga-516      0.1170310     14.7189999     14.2180004 saga
saga-519      0.0711821     15.8950005     83.5339966 saga
saga-520      0.1511830      3.6750000     79.7349930 saga
saga-532      0.0527610      0.9150000      1.9310000 saga
saga-537      0.0368887     16.1620007    121.1159973 saga
saga-540      0.0378705     21.4490013     52.2070007 saga
saga-541      0.0554741      1.7020000      0.6430001 saga
saga-544      0.0775703      9.2530003     87.4229965 saga
saga-562      0.2043630      4.0740004      5.9310002 saga
saga-565      0.2779500      0.0000000      0.0000000 saga
saga-569      0.0341890      1.2639999     16.2049999 saga
saga-573      0.1022370      6.4429998     92.1989975 saga
saga-574      0.0230906     13.7489996     86.8850021 saga
saga-575      0.0850143      7.8050003     28.6230011 saga
saga-577      0.0961219      4.8270001     20.5209999 saga
saga-578      0.0238630      3.5209999      7.0300002 saga
saga-582      0.0328814      7.6599998     58.4589996 saga
saga-583      0.1378200      2.0969999     28.6030006 saga
saga-590      0.0331064     13.7910004     24.2170010 saga
saga-592      0.0659770      3.0070000     13.5959997 saga
altas-8      2.1519001      0.0000000      0.0000000 altasXdr7qso
altas-10      0.2309000     90.3127518     46.3246078 altasXdr7qso
altas-12      0.2583000     36.4210892      0.0000000 altasXdr7qso
altas-14      0.1875000     84.3851242      9.9796772 altasXdr7qso
altas-38      1.4374000      0.0000000      0.0000000 altasXdr7qso
altas-63      0.5212000     83.7813492     40.1296577 altasXdr7qso
altas-64      0.2693000    116.3556976     32.0359573 altasXdr7qso
altas-71      0.1785000     80.1143570     11.3550406 altasXdr7qso
altas-72      1.1276000      0.0000000      0.0000000 altasXdr7qso
altas-77      1.0397000      0.0000000      0.0000000 altasXdr7qso
altas-78      0.7155000     74.1913452     91.7711945 altasXdr7qso
altas-79      0.6202000     77.4150696     24.0912819 altasXdr7qso
altas-80      0.3978000     82.7674637    334.0181580 altasXdr7qso
altas-109      1.4141999      0.0000000      0.0000000 altasXdr7qso
altas-115      1.0487000      0.0000000      0.0000000 altasXdr7qso
altas-122      1.1518000      0.0000000      0.0000000 altasXdr7qso
altas-130      2.9414001      0.0000000      0.0000000 altasXdr7qso
altas-135      2.0302000      0.0000000      0.0000000 altasXdr7qso
altas-136      1.7702000      0.0000000      0.0000000 altasXdr7qso
altas-144      1.7603000      0.0000000      0.0000000 altasXdr7qso
altas-145      1.1786000      0.0000000      0.0000000 altasXdr7qso
altas-146      1.6029000      0.0000000      0.0000000 altasXdr7qso
altas-150      1.1964000      0.0000000      0.0000000 altasXdr7qso
altas-165      1.6930000      0.0000000      0.0000000 altasXdr7qso
altas-169      1.3175000      0.0000000      0.0000000 altasXdr7qso
altas-191      0.3227000     85.3740845      0.0000000 altasXdr7qso
altas-206      2.5603001      0.0000000      0.0000000 altasXdr7qso
altas-212      2.0855999      0.0000000      0.0000000 altasXdr7qso
altas-310      1.7944000      0.0000000      0.0000000 altasXdr7qso
altas-572      1.2207000      0.0000000      0.0000000 altasXdr7qso
altas-598      0.1739000    107.2438583     23.6124306 altasXdr7qso
altas-603      2.7632999      0.0000000      0.0000000 altasXdr7qso
altas-605      0.6168000     90.2265167     22.5099945 altasXdr7qso
altas-606      0.5373000     66.2895966     10.4519424 altasXdr7qso
altas-607      0.6150000     66.0081711     24.5220032 altasXdr7qso
altas-608      0.5995000    117.3482361     33.3086929 altasXdr7qso
altas-609      0.7632000     51.4973831      9.2884693 altasXdr7qso
altas-610      0.6344000     73.9560776     16.0890007 altasXdr7qso
altas-611      0.7276000    174.8752136    648.7133789 altasXdr7qso
altas-614      0.5512000     31.0718765    130.0947723 altasXdr7qso
altas-617      0.4022000     37.8560143    168.8915100 altasXdr7qso
altas-618      0.4018000     74.6855850    515.1785278 altasXdr7qso
altas-36      0.0451900      3.1279998      4.6560001 altasXdr7sy1
altas-58      0.1204700      1.7600000     30.3509979 altasXdr7sy1
altas-81      0.0184000      1.4219999      5.4400001 altasXdr7sy1
altas-247      0.1181000      4.4540005      0.5780000 altasXdr7sy1
altas-268      0.1363500      6.0850000      7.6120000 altasXdr7sy1
altas-278      0.1678800      1.5700001      2.9260001 altasXdr7sy1
altas-442      0.0373400      9.2630005     23.7240009 altasXdr7sy1
altas-511      0.0037100      1.6860001     44.5089989 altasXdr7sy1
cassis-26329600-0      0.2345000     94.3679657      9.5793762 cassisXdr7qso
cassis-25387776-0      2.1392000      0.0000000      0.0000000 cassisXdr7qso
cassis-25391104-0      1.8721000      0.0000000      0.0000000 cassisXdr7qso
cassis-17726464-0      0.3440000     19.5044003     12.7691183 cassisXdr7qso
cassis-10493696-0      1.0818000      0.0000000      0.0000000 cassisXdr7qso
cassis-25389568-0      2.1675999      0.0000000      0.0000000 cassisXdr7qso
cassis-26702848-0      0.6312000     92.5429688     13.0651169 cassisXdr7qso
cassis-25387264-0      1.6532000      0.0000000      0.0000000 cassisXdr7qso
cassis-25388800-0      1.7207000      0.0000000      0.0000000 cassisXdr7qso
cassis-4733952-0      1.6540999      0.0000000      0.0000000 cassisXdr7qso
cassis-4738816-0      0.1962000     80.7851868     12.9521713 cassisXdr7qso
cassis-21768960-0      1.4950000      0.0000000      0.0000000 cassisXdr7qso
cassis-24169984-0      1.2843000      0.0000000      0.0000000 cassisXdr7qso
cassis-4732160-0      1.0250000      0.0000000      0.0000000 cassisXdr7qso
cassis-15083008-0      0.1263000    105.2285690     55.7000885 cassisXdr7qso
cassis-24158208-3      0.4529000    111.6848907     25.9269772 cassisXdr7qso
cassis-25977344-0      1.7739000      0.0000000      0.0000000 cassisXdr7qso
cassis-27446272-0      0.6576000     77.5279770     10.5363016 cassisXdr7qso
cassis-26919936-0      0.5939000     78.6471939      8.1242599 cassisXdr7qso
cassis-25977088-0      1.8221000      0.0000000      0.0000000 cassisXdr7qso
cassis-26328576-0      0.2106000    107.0746155     14.8269196 cassisXdr7qso
cassis-25977856-0      1.6882000      0.0000000      0.0000000 cassisXdr7qso
cassis-27450368-0      0.6984000     62.9941750      9.2543335 cassisXdr7qso
cassis-26335488-0      0.2994000     49.3353767     16.0483131 cassisXdr7qso
cassis-26332672-0      0.2482000     61.8550835      8.9819937 cassisXdr7qso
cassis-24153344-3      0.3913000    117.9018555     29.0340519 cassisXdr7qso
cassis-24143104-3      0.7675000     47.4411583     19.6034031 cassisXdr7qso
cassis-24143104-4      1.8131000      0.0000000      0.0000000 cassisXdr7qso
cassis-25390848-0      1.7165000      0.0000000      0.0000000 cassisXdr7qso
cassis-25390592-0      1.9844000      0.0000000      0.0000000 cassisXdr7qso
cassis-26920192-0      0.5963000     35.9041595     23.3307991 cassisXdr7qso
cassis-25390336-0      1.6437000      0.0000000      0.0000000 cassisXdr7qso
cassis-25390080-0      2.0761001      0.0000000      0.0000000 cassisXdr7qso
cassis-25389824-0      1.7819999      0.0000000      0.0000000 cassisXdr7qso
cassis-25388288-0      1.9835000      0.0000000      0.0000000 cassisXdr7qso
cassis-21768448-0      1.0448000      0.0000000      0.0000000 cassisXdr7qso
cassis-26917632-0      0.5526000     92.7579193      9.1246700 cassisXdr7qso
cassis-15083520-0      0.1181000    135.8209991     43.1267700 cassisXdr7qso
cassis-17725952-0      0.3393000     28.0966911     12.9612684 cassisXdr7qso
cassis-15082496-0      0.1230000    106.2978210     24.9797707 cassisXdr7qso
cassis-10950400-0      1.2250000      0.0000000      0.0000000 cassisXdr7qso
cassis-10950913-0      0.7008000      0.0000000      0.0000000 cassisXdr7qso
cassis-24151040-0      0.2137000     52.3151588     56.2399902 cassisXdr7qso
cassis-24147712-0      0.7278000     53.5570755     10.9716454 cassisXdr7qso
cassis-24172288-0      0.3077000     68.3768387     18.3895149 cassisXdr7qso
cassis-24163072-0      1.6185000      0.0000000      0.0000000 cassisXdr7qso
cassis-24192768-0      1.4904000      0.0000000      0.0000000 cassisXdr7qso
cassis-12236800-0      0.7824000    133.9596405     17.7825260 cassisXdr7qso
cassis-17728512-0      0.2657000     38.1904907      4.0294967 cassisXdr7qso
cassis-15078912-0      0.1061000     61.7778587     10.5387154 cassisXdr7qso
cassis-24161280-2      0.4041000     61.1696205     84.1410675 cassisXdr7qso
cassis-24154624-2      0.7602000     69.6498184     10.6432581 cassisXdr7qso
cassis-4732416-0      2.8831999      0.0000000      0.0000000 cassisXdr7qso
cassis-4164352-0      0.1493000     48.3852158     58.9473343 cassisXdr7qso
cassis-4674304-0      0.1738000      1.3492199      0.4384524 cassisXdr7qso
cassis-24190464-1      0.8203000     39.6888313      5.1816177 cassisXdr7qso
cassis-24193536-1      0.2808000     20.1145248     11.6165609 cassisXdr7qso
cassis-21655552-0      1.2015001      0.0000000      0.0000000 cassisXdr7qso
cassis-17728000-0      0.2748000     55.4367638      9.1741304 cassisXdr7qso
cassis-18978560-0      0.4335000     82.2298279      3.5805252 cassisXdr7qso
cassis-17540352-0      0.8440000    166.8145142      0.0000000 cassisXdr7qso
cassis-17726720-0      0.2836000     23.8970737      9.4514809 cassisXdr7qso
cassis-17726976-0      0.4080000     31.8075981      9.8360224 cassisXdr7qso
cassis-17727744-0      0.2635000     37.7185860     11.6356173 cassisXdr7qso
cassis-17727488-0      0.4203000     45.7901039      8.3405886 cassisXdr7qso
cassis-22391040-0      0.6805000     34.0010109     13.6196251 cassisXdr7qso
cassis-17728256-0      0.3195000      9.5882101     10.7843008 cassisXdr7qso
cassis-17729536-0      0.3466000     27.4915962      7.9767151 cassisXdr7qso
cassis-24164096-0      0.2575000    113.0593567     19.6914215 cassisXdr7qso
cassis-24173312-0      1.5159000      0.0000000      0.0000000 cassisXdr7qso
cassis-24145408-0      0.1404000     31.3322392      8.3152733 cassisXdr7qso
cassis-21768192-0      1.3900000      0.0000000      0.0000000 cassisXdr7qso
cassis-17542912-0      0.9973000      0.0000000      0.0000000 cassisXdr7qso
cassis-17729024-0      0.2680000     37.2737999     29.7140026 cassisXdr7qso
cassis-17729792-0      0.3642000     26.6684895      9.2329006 cassisXdr7qso
cassis-10476288-0      0.9860000      0.0000000      0.0000000 cassisXdr7qso
cassis-23015168-0      0.2350000      9.7123899      8.8034534 cassisXdr7qso
cassis-24192000-0      2.3577001      0.0000000      0.0000000 cassisXdr7qso
cassis-24160256-1      1.4684000      0.0000000      0.0000000 cassisXdr7qso
cassis-24194560-2      1.1021000      0.0000000      0.0000000 cassisXdr7qso
cassis-21768704-0      1.4780999      0.0000000      0.0000000 cassisXdr7qso
cassis-22390272-0      0.4699000     90.3334045     26.9738503 cassisXdr7qso
cassis-21767680-0      1.1660000      0.0000000      0.0000000 cassisXdr7qso
cassis-26906624-0      1.3775001      0.0000000      0.0000000 cassisXdr7qso
cassis-25388032-0      1.9759001      0.0000000      0.0000000 cassisXdr7qso
cassis-25388544-0      1.8298000      0.0000000      0.0000000 cassisXdr7qso
cassis-25389056-0      1.9026000      0.0000000      0.0000000 cassisXdr7qso
cassis-26330368-0      0.2795000     86.0934830     26.4095783 cassisXdr7qso
cassis-25389312-0      1.9478000      0.0000000      0.0000000 cassisXdr7qso
cassis-25976832-0      1.6533000      0.0000000      0.0000000 cassisXdr7qso
cassis-26916096-0      0.5431000     78.3662186     13.1842108 cassisXdr7qso
cassis-26915840-0      0.5422000     93.1052399     12.7085590 cassisXdr7qso
cassis-25977600-0      1.7433000      0.0000000      0.0000000 cassisXdr7qso
cassis-24172032-2      0.9249000      0.0000000      0.0000000 cassisXdr7qso
