objname u g r i z J H K W1 W2 W3 W4
PG2251+113      1.6332099      1.9323725      2.4583991      2.2657797      4.5203657      2.6649449      4.1792645      6.6241536     12.5984402     16.0173359     24.9913254     43.6158562
PG2304+042      0.4423340      1.6778795      3.5217144      5.3035998      7.1192718      3.8840806      4.9693532      6.3963232      7.3912311      7.2009583     19.2421093     30.0775471
PG2308+098      1.2968386      1.6590495      1.4345814      1.5806280      1.9827476      2.3971114      2.7714043      3.3754399      5.6068225      8.2983227     13.9883204     21.6913624
saga-1      0.6173930      1.1069255      1.6817988      2.2637730      2.7479582      2.8060036      3.7385213      4.8209252      4.5448213      4.6151977      8.9522562     23.8770924
saga-2      0.3259596      0.5976883      0.9920839      1.5528967      1.6226189      1.7317621      2.2609963      3.3168848      4.4495573      6.0952330     25.4867058     66.1298294
saga-6      0.1181266      0.1833189      0.3459010      0.5588627      0.5857337      0.7966879      2.1237328      9.9067316     42.3756905     86.4948578    192.8208160    245.5453644
saga-16      2.4674392      7.0063624     12.0491877     17.0523872     21.2479305     11.3995638     14.6116714     16.0668373     27.3348560     25.4794655     22.9531250      8.3795395
saga-21      0.5435805      2.1958203      4.3978286      6.8959589      8.7841711      4.1849303      5.2420344      6.9876380     10.8122673     11.8957081     35.7159882     89.4028091
saga-22      0.2694371      1.4438453      3.1680188      4.6474080      6.3883324      3.1892476      4.1295228      3.5969167      3.8469522      2.4512651      1.6229682      5.8176341
saga-23      1.4068220      4.3947825      7.7835102     11.4575443     14.1578693      7.7927051     11.6385765     14.5858049     19.0334187     19.4352570     39.2184715     80.6292191
saga-25      1.2961419      4.6022563      6.9581919     10.5703316     12.7938347      3.6718779      4.9922910      5.7960267     10.1278391     16.7259312    106.6392822    348.1842041
saga-46      0.1050507      0.2924344      0.6254625      1.1381445      1.4647150      2.2023597      4.2844973      8.4242334     15.5566750     22.1100788     46.4861526     97.6001434
saga-52      0.1076092      0.2397175      0.3606419      0.5657260      0.6017117      0.6457854      0.9076113      1.3587213      2.3459394      3.3066659     15.2489347     39.6946526
saga-54      2.3132346      5.6314116     10.4591084     16.0592995     19.4115372     29.0000000     39.7000008     37.5000000     69.3612289     85.8598862     95.4219666    200.8497162
saga-58      0.0401610      0.2246356      0.5517428      0.8890803      1.1789116      1.2047259      1.8599440      3.8012846      9.3651943     19.9613686     43.8348999    106.6470184
saga-59      0.0793809      0.2141486      0.5031482      0.9049324      1.0201927      1.4930977      2.3072777      4.4784775     12.5405560     18.8360710     63.1679306    132.6873322
saga-61      0.0304378      0.1155313      0.3235555      0.5870913      0.7793790      0.8576068      1.4584780      2.3481746      3.3940387      4.6322322     10.8641577     14.8755312
saga-65      1.0348697      5.4877453     11.5800982     16.8377342     23.2003670      9.5871220     14.4643822     18.2612457     19.9855824     21.9275589     92.9642868    183.1854248
saga-67      0.6156645      1.6842455      3.0528750      4.3824425      5.6825662      1.9359237      2.5864248      3.0699434      5.6587014      6.6037450     12.3672400     21.9697552
saga-71      2.0752947      5.1926069      9.6678648     13.4250746     17.5444374      5.9880891      8.6916027      9.9067316     19.0860825     21.5869007     77.1977768    179.2954865
saga-72      0.0917790      0.3711649      0.7076127      1.0449538      1.2789202      0.9164066      1.0653685      1.1943465      1.8514705      2.7051435     11.8393946     24.9112320
saga-73      0.2841245      0.4092903      0.6262190      0.8980307      0.8630925      0.7360176      0.8308064      1.1511459      0.9860905      1.0779294      3.4396524      8.6338110
saga-75      0.5711142      2.0449212      4.0490351      5.7006383      7.6362472      2.4326982      3.3473403      3.0111361      3.1997554      2.0501721      0.2122928            NaN
saga-79      0.0993830      0.2857763      0.5718753      0.8931063      0.9936553      0.6475722      0.6514782      0.6587648      0.7633379      0.7307861      2.3352499      9.6052551
saga-81      0.1146464      0.3493723      0.6310937      0.8913509      1.0839968      0.7387342      0.9160092      0.7934697      0.7971073      0.6089622      0.2254525            NaN
saga-106      0.0899268      0.4652289      1.0237706      1.5852659      2.0429206      1.4821366      1.6745567      1.6746744      1.2820849      0.8745614      1.1314359      1.9525406
saga-118      0.1989872      0.4519651      0.8459911      1.4083574      1.4793580      0.9892094      1.3387512      1.7089540      1.7535444      1.3670685      0.1242188      1.0077286
saga-120      1.3548062      3.9155259      6.7066212      9.5778799     11.6032009      3.2575285      3.5538564      3.5573809      6.5030456      4.6194506            NaN            NaN
saga-125      0.1185164      0.3420753      0.6432109      1.0756543      1.3409897      1.4063332      1.6289204      2.1474862      2.3632889      2.6508815     12.2834063     27.8845882
saga-126      1.3902330      6.8232536     14.4346867     20.8887615     28.4645596     10.5703230     14.2265596     15.7881193     12.9037752      9.7407026     35.4351463     77.9747009
saga-128      1.6260145      3.9427085      6.6831465      9.0578585     11.2272539      5.7028012      6.7096500      9.5571938     12.4027157     14.6214457     61.6235619    118.7766266
saga-130      1.6212227     10.2378521     23.2697811     35.6558914     47.1540642     10.8065796      8.8695154      9.6013079     14.3191357      8.3136225      3.7221892      6.5295534
saga-131      0.1936229      0.3226099      0.4559267      0.6334016      0.7691020      0.8800113      0.9644948      1.0016831      1.0044234      1.2094567      4.5590572      7.0941663
saga-132      0.3287868      1.6399500      3.2106431      4.6598444      6.1170654      3.6990333      4.3161831      5.2569079     10.0813055     12.2177238     14.0890656     18.2767906
saga-134      0.0647948      0.3570193      0.8341907      1.3123635      1.7687846      1.0609337      1.3350571      1.4545557      1.1811819      1.0246848      3.1558785      9.3481522
saga-137      0.1660285      0.4110852      0.8911865      1.1282444      1.2857418      1.1389070      1.4584780      1.5542840      1.6607980      2.8932788     27.2616520     94.4144897
saga-139      0.3794443      1.1653645      2.2673688      3.0614176      3.8320296      0.5603872      0.7782155      0.8588758      0.9168891      0.6072819      0.3848330      0.9179305
saga-142      2.6168869     12.9492531     28.2462311     40.2025337     53.1929016     17.1904888     22.4233189     39.1138344     24.0058327     19.5609665     97.2788773    232.7914886
saga-144      0.1167560      0.3260398      0.6704876      1.3625777      1.5523443      1.2499373      1.9911312      3.6135194      7.0261397      9.9951725     25.4475594     54.2735100
saga-145      0.1510324      0.3334916      0.8398491      1.4193355      1.6465147      1.1129823      1.8059257      2.7010360      3.8718345      4.4976983     38.3573647    188.9648438
saga-156      0.8443773      4.0298266      8.4608488     13.2608099     20.0890141      6.3927574     12.7732048     21.4550934     30.0273342     79.5408630    136.3582001    472.5458679
saga-158      0.4226405      1.5978186      3.2495639      4.6711860      6.0630779      2.3447051      2.8307393      2.9425943      2.8834789      1.8221759      1.6347216      2.3976552
saga-160      0.4218144      0.7727684      1.2411102      1.9411304      2.2498226      1.0131837      1.1986706      1.7616936      2.8808243      3.1346591     10.6406240     37.9310226
saga-161      0.6482486      0.9074492      1.3754903      2.2050073      2.4331639      1.9520378      2.4541430      3.0000629      3.8932903      4.5101428     12.3795080     24.0732021
saga-163      2.0104055      6.9353366     13.3078804     18.4531021     23.1284027      8.2203112     11.5851030     14.9944448     26.4921246     30.4081707     61.0461731     75.1932297
saga-165      0.2702846      1.5588294      3.6160045      5.3807564      7.2911344      2.7751613      3.1210439      3.5738010      4.4618688      3.6896937      5.1689157      7.5223947
saga-167      0.3316059      1.4767007      2.8452218      4.2915239      5.3984318      1.9323609      2.3938663      3.1998556      4.8341131      6.2659988     53.4806519    167.3224945
saga-168      0.1899209      0.2710240      0.4772600      0.7187820      0.7888368      0.6247240      0.7542232      0.9743845      1.1833597      1.2513832      2.7545681      5.4918861
saga-170      0.2714777      1.2232974      2.6139705      4.3113027      5.6761060      2.1090565      3.0192556      3.4764051      6.8346581      7.3958874     24.7806206    105.6765671
saga-177      1.0158397      3.4967239      7.2499080     11.1158800     15.3569441      4.8182378      6.5207849      8.4164782     10.3161297     10.7198896     31.2972107     44.4116516
saga-181      0.7015758      2.3339310      4.5683470      6.4550142      8.4879198      3.4426131      4.0992074      3.6773112      4.2925639      2.8986135      4.6786370      7.6188941
saga-190      0.1052985      0.4195520      0.9359660      1.5291436      2.0099378      1.7445693      2.0582583      2.0831971      2.4723890      2.3387849      9.0846767     19.4053898
saga-193      0.1508230      0.4996075      1.1939137      1.8221118      2.2077918      1.2568638      1.5173993      1.9986207      3.0557427      3.6023865     12.2392359     27.7955780
saga-196      0.0889064      0.2442158      0.4789619      0.7665985      0.9472389      0.8182542      1.1426148      1.2334751      0.9305009      0.7554232      3.0742295      7.3716292
saga-198      0.3596024      1.6599516      3.6279867      5.4484506      7.2988877      1.8779682      2.3982799      2.2841804      2.9074805      1.8766804      1.9828242      4.1483946
saga-199      0.1344523      0.6572916      1.3928319      2.1125252      2.8750179      1.5519875      1.8513983      1.9931059      1.7960433      1.4838511      4.3995223     10.2364855
saga-201      0.0818697      0.2315580      0.4685070      0.7772912      0.8331070      0.7093952      1.1094300      1.0576217      2.7613204      7.8449521     65.2172241    158.4936829
